country,year,taxburden,gdppc,taxrev,category,taxrpc
Peru,2010,,9730.421103934241,15.4665717570431,Spanish,150496.25
Peru,2011,,10476.7963282297,15.9688951452089,Spanish,167302.86
Peru,2012,,10767.6773277036,16.5466871027669,Spanish,178169.39
Russian Federation,1999,,5914.32606206006,11.2428726496447,Russian,66494.016
Russian Federation,2000,,6825.3915111818,13.7255344540838,Russian,93682.148
Russian Federation,2001,,7361.36367852645,15.778699595813,Russian,116152.75
Russian Federation,2002,,8037.47453541558,13.6349660680486,Russian,109590.7
Russian Federation,2003,,9254.537200764749,13.3140302040687,Russian,123215.19
Russian Federation,2004,,10226.7661539289,13.2340253896719,Russian,135341.28
Russian Federation,2005,,11822.3469289417,16.6229096830257,Russian,196521.81
Russian Federation,2006,,14912.2339332667,16.5682157585873,Russian,247069.11
Russian Federation,2007,,16648.2416399717,16.5513130625157,Russian,275550.25
Russian Federation,2008,,20163.6094155718,15.8180678239761,Russian,318949.34
Russian Federation,2009,,19389.9411762443,12.9563524123963,Russian,251222.91
Russian Federation,2010,,20490.1267193879,13.0483488461042,Russian,267362.31
Russian Federation,2011,,22798.6744273279,13.9542036796753,Russian,318137.34
Russian Federation,2012,,24303.4734145818,13.7546730412872,Russian,334286.34
Singapore,1990,,23820.1752021219,14.5462695925654,British,346494.69
Singapore,1991,,25535.7562272464,15.1815315980586,British,387671.88
Singapore,1992,,27027.5306618144,16.1033535012871,British,435233.88
Singapore,1993,,30069.316180919,16.2903339457186,British,489839.19
Singapore,1994,,33066.0857154059,16.6131522787889,British,549331.94
Singapore,1995,,35107.568463734,15.7685036472599,British,553593.81
Singapore,1996,,36891.1621022864,15.8973671573725,British,586472.38
Singapore,1997,,39332.0657574551,15.312341085021,British,602266
Singapore,1998,,37602.1779484559,14.0310256358429,British,527597.13
Singapore,1999,,40007.5067872125,14.5317174065401,British,581377.81
Singapore,2000,,43833.2209634865,14.8557890847443,British,651177.06
Singapore,2001,,43136.4302832781,14.5855191514965,British,629167.25
Singapore,2002,,45120.4076999013,12.6887393397993,British,572521.06
Singapore,2003,,48756.5625513753,12.4460741638593,British,606827.81
Singapore,2004,,54301.6977527417,11.6045115798244,British,630144.69
Singapore,2005,,58717.2171494993,11.5770274018324,British,679770.81
Singapore,2006,,63910.0846986138,11.8310221766032,British,756121.63
Singapore,2007,,68628.38258807801,12.8204281959211,British,879845.25
Singapore,2008,,67576.86283047681,13.7543914469361,British,929478.63
Singapore,2009,,66149.0046454714,12.9549265300847,British,856955.5
Singapore,2010,,75294.35655382001,12.7858239691039,British,962700.38
Singapore,2011,,80052.3914982651,13.1057219512653,British,1049144.4
Singapore,2012,,82064.9611910836,13.5806687357042,British,1114497
South Africa,1990,,7068.55103625077,23.1119406230036,British,163367.94
South Africa,1991,,7057.05935934133,22.9037677687037,British,161633.25
South Africa,1992,,6889.44533175094,20.621646343847,British,142071.7
South Africa,1993,,6966.60240186848,19.8688359609019,British,138418.28
South Africa,1994,,7174.6529721861,19.6043743222704,British,140654.58
South Africa,1995,,7393.29833894827,20.2955260214681,British,150050.88
South Africa,1996,,7702.70859087219,20.9846364817904,British,161638.55
South Africa,1997,,7904.61345695281,21.2498395625278,British,167971.77
South Africa,1998,,7905.76905389232,21.9639431431796,British,173641.86
South Africa,1999,,8090.83226566727,21.7599312426722,British,176055.95
South Africa,2000,,8498.518593668739,20.9760632464162,British,178265.47
South Africa,2001,,8801.28892918131,21.7005914264295,British,190993.17
South Africa,2002,,9154.891518853001,20.8248927712355,British,190649.64
South Africa,2003,,9483.132346464279,20.4927670870354,British,194335.63
South Africa,2004,,10058.7409853464,21.6985960707513,British,218260.56
South Africa,2005,,10785.0833126626,22.9721111805983,British,247756.14
South Africa,2006,,11586.7845935066,24.3780853808343,British,282463.63
South Africa,2007,,12374.9701452634,24.8072372824336,British,306988.81
South Africa,2008,,12845.726180337,24.322809870073,British,312444.16
South Africa,2009,,12568.453603784,21.8948815275307,British,275184.81
South Africa,2010,,12912.1250302392,22.5206038448836,British,290788.84
South Africa,2011,,13393.7668852316,22.8837163024036,British,306499.16
South Africa,2012,,13215.7086791394,23.3457659512245,British,308530.84
Spain,1990,,13652.550339765,15.7108074227673,Spanish,214492.59
Spain,1991,,14436.8003027352,15.7769725191823,Spanish,227769
Spain,1992,,14830.2063901308,16.0214623643879,Spanish,237601.59
Spain,1993,,14947.2729062427,14.8820060998097,Spanish,222445.41
Spain,1994,,15556.0337438273,15.1067692126611,Spanish,235001.41
Sri Lanka,1990,,2305.30010964183,19.0208338512791,British,43848.73
Sri Lanka,1991,,2463.04105408528,18.3047979696249,British,45085.469
Sri Lanka,1992,,2600.19653301826,17.9534568745988,British,46682.516
Sri Lanka,1993,,2815.65369271819,17.4699988990422,British,49189.469
Sri Lanka,1994,,3008.34906644483,17.1679756304785,British,51647.262
Sri Lanka,1995,,3213.99559362207,17.7520171555561,British,57054.906
Sri Lanka,1996,,3374.20577227887,16.950690509915,British,57195.117
Sri Lanka,1997,,3634.03928650868,16.0076920311995,British,58172.582
Sri Lanka,1998,,3828.186040917,14.4764269842611,British,55418.457
Sri Lanka,1999,,4029.0469069314,15.0120754491787,British,60484.355
Sri Lanka,2000,,4339.68286403749,14.5027655060765,British,62937.402
Sri Lanka,2001,,4335.36790211633,14.6255003915026,British,63406.926
Sri Lanka,2002,,4542.33736932593,14.0203617835683,British,63685.215
Sri Lanka,2003,,4860.33813415959,12.7106758527447,British,61778.184
Sri Lanka,2004,,5218.68123598677,13.4659689569891,British,70274.602
Sri Lanka,2005,,5670.95512893446,13.7325290221471,British,77876.555
Sri Lanka,2006,,6242.37155825562,14.5772591775899,British,90996.672
Sri Lanka,2007,,6795.34479692121,14.2216085895166,British,96640.734
Sri Lanka,2008,,7287.58522156073,13.2773344349014,British,96759.703
Sri Lanka,2009,,7550.29488741207,12.8003204769597,British,96646.195
Sri Lanka,2010,,8194.269253850451,11.3000305616986,British,92595.492
Sri Lanka,2011,,9007.734198696309,11.2563933378824,British,101394.6
Sri Lanka,2012,,10315.1802471606,10.4084147644471,British,107364.67
Tajikistan,1998,,928.285769062839,7.68906661464937,Russian,7137.6509
Tajikistan,1999,,961.80308841459,8.20944237918216,Russian,7895.8672
Tajikistan,2000,,1048.59397915516,7.70308389768848,Russian,8077.4072
Tajikistan,2001,,1155.2719806908,8.201926827365631,Russian,9475.4561
Tajikistan,2003,,1419.99898899884,9.70218843197379,Russian,13777.098
Tajikistan,2004,,1579.25260198499,9.821023786746229,Russian,15509.877
Ukraine,1999,,3755.2443564076,12.9917511231045,Russian,48787.199
Ukraine,2000,,4106.83539141344,13.6153819949128,Russian,55916.133
Ukraine,2001,,4631.60673003002,11.6624126908962,Russian,54015.711
Ukraine,2002,,4999.09094029347,12.6327971410023,Russian,63152.5
Ukraine,2003,,5621.90307732677,13.161625947039,Russian,73993.383
Ukraine,2004,,6521.61085909695,12.8140914560614,Russian,83568.516
Ukraine,2005,,6977.25891244237,16.5287705679768,Russian,115325.52
Ukraine,2006,,7775.60692952402,17.0921634355012,Russian,132901.94
Ukraine,2007,,8642.213884074499,15.8179537908098,Russian,136702.14
Ukraine,2008,,9062.24736166671,17.0917178616882,Russian,154889.38
Ukraine,2009,,7818.30385453886,15.7892363802239,Russian,123445.05
Ukraine,2010,,8245.37524122564,14.997505767077,Russian,123660.06
Ukraine,2011,,8909.65960754126,17.8400492744471,Russian,158948.77
Ukraine,2012,,9343.330739660831,17.6333154227001,Russian,164753.89
United Kingdom,1990,,16991.5820953702,24.1512945995683,British,410368.72
United Kingdom,1991,,17318.7911697656,24.847137041141,British,430322.38
United Kingdom,1992,,17736.4896401177,24.2803159914902,British,430647.56
United Kingdom,1993,,18564.2214959351,22.9810917661155,British,426626.06
United Kingdom,1994,,19639.8044462825,23.7970949924584,British,467370.28
United Kingdom,1995,,20578.4270730636,23.1939176867145,British,477294.34
United Kingdom,1996,,21920.9709249332,23.0346875682486,British,504942.72
United Kingdom,1997,,23041.5818234239,23.7001422445241,British,546088.75
United Kingdom,1998,,23682.5617647246,24.9782133548629,British,591548.06
United Kingdom,1999,,24463.4963288274,25.464936610459,British,622961.38
United Kingdom,2000,,26483.6950948076,26.0995903504779,British,691213.56
United Kingdom,2001,,27819.1830986249,25.6086786343182,British,712412.5
United Kingdom,2002,,29062.1238667812,24.9173342652831,British,724150.63
United Kingdom,2003,,30323.9953832717,24.4987579069343,British,742900.25
United Kingdom,2004,,32031.8247165967,25.1171950302201,British,804549.56
United Kingdom,2005,,32747.3540098412,25.4461810616323,British,833295.13
United Kingdom,2006,,34798.9757628187,25.6518830219906,British,892659.25
United Kingdom,2007,,35652.0177524748,25.8227856254871,British,920634.44
United Kingdom,2008,,36863.5847601847,26.3401077840716,British,970990.81
United Kingdom,2009,,35238.3750537269,24.019022297575,British,846391.31
United Kingdom,2010,,36604.5256231885,25.1978203629214,British,922354.25
United Kingdom,2011,,37379.2909657729,25.6931229481243,British,960390.69
United Kingdom,2012,,38514.0261691783,24.9393065346776,British,960513.13
Uruguay,1990,,6385.96155741081,16.2025863999242,Spanish,103469.09
Uruguay,1991,,6787.40009006716,16.7932403160897,Spanish,113982.44
Uruguay,1992,,7438.5350370288,17.2408574744059,Spanish,128246.72
Uruguay,1993,,7759.96535154179,19.389494107735,Spanish,150461.8
Uruguay,1994,,8440.574912040331,19.0344093835043,Spanish,160661.36
Uruguay,1995,,8431.903162836399,16.8787580283368,Spanish,142320.05
Uruguay,1996,,9000.72104198845,17.3511022349298,Spanish,156172.44
Uruguay,1997,,9875.518951973931,16.780792455572,Spanish,165719.03
Uruguay,1998,,10371.685652876,16.9828417745635,Spanish,176140.7
Uruguay,1999,,10264.5276055778,15.278285168979,Spanish,156824.38
Uruguay,2000,,10255.1008821721,14.6991370386579,Spanish,150741.14
Uruguay,2001,,10059.7877241318,15.3059815839749,Spanish,153974.92
Uruguay,2002,,9427.15285991748,15.7776762187295,Spanish,148738.56
Uruguay,2003,,9686.495101530651,17.2060058985691,Spanish,166665.89
Uruguay,2004,,10451.8934493213,17.8462046174237,Spanish,186526.63
Uruguay,2005,,11580.3856760681,17.8969219665738,Spanish,207253.27
Uruguay,2006,,12406.3658786305,18.9880555699046,Spanish,235572.77
Uruguay,2007,,13547.1312743656,18.4105090864616,Spanish,249409.58
Uruguay,2008,,14764.1876516712,18.2418412723851,Spanish,269325.97
Uruguay,2009,,15464.2622035389,18.7222209518185,Spanish,289525.34
Uruguay,2010,,16817.0790492985,18.886388740713,Spanish,317613.91
Uruguay,2011,,18002.8938254166,19.1018312982026,Spanish,343888.25
Uruguay,2012,,18192.3297038387,18.8218856083556,Spanish,342413.94
Uzbekistan,2011,,5844.80756223251,12.3662567573144,Russian,72278.391
Uzbekistan,2012,,6061.94715388358,13.1744077704128,Russian,79862.563
Zimbabwe,2009,,1532.82158569606,9.19689233898681,British,14097.195
Zimbabwe,2010,,1830.82733292151,17.434923710737,British,31920.334
Zimbabwe,2011,,2101.82405127514,17.9282541990398,British,37682.035
Zimbabwe,2012,,2375.92700580051,17.8354892203875,British,42375.82
