xFitted,yFitted
62.19319319,36577.88324
62.25725726,36672.34318
62.32132132,36767.08395
62.38538539,36862.10618
62.44944945,36957.41051
62.51351351,37052.99755
62.57757758,37148.86795
62.64164164,37245.02233
62.70570571,37341.46131
62.76976977,37438.18553
62.83383383,37535.19561
62.8978979,37632.49219
62.96196196,37730.07589
63.02602603,37827.94734
63.09009009,37926.10717
63.15415415,38024.55601
63.21821822,38123.29449
63.28228228,38222.32323
63.34634635,38321.64287
63.41041041,38421.25403
63.47447447,38521.15734
63.53853854,38621.35343
63.6026026,38721.84294
63.66666667,38822.62648
63.73073073,38923.70469
63.79479479,39025.07819
63.85885886,39126.74762
63.92292292,39228.71361
63.98698699,39330.97677
64.05105105,39433.53775
64.11511512,39536.39716
64.17917918,39639.55565
64.24324324,39743.01383
64.30730731,39846.77234
64.37137137,39950.8318
64.43543544,40055.19285
64.4994995,40159.85611
64.56356356,40264.82221
64.62762763,40370.09178
64.69169169,40475.66545
64.75575576,40581.54384
64.81981982,40687.72759
64.88388388,40794.21733
64.94794795,40901.01368
65.01201201,41008.11727
65.07607608,41115.52873
65.14014014,41223.2487
65.2042042,41331.27779
65.26826827,41439.61664
65.33233233,41548.26587
65.3963964,41657.22612
65.46046046,41766.49801
65.52452452,41876.08218
65.58858859,41985.97925
65.65265265,42096.18984
65.71671672,42206.7146
65.78078078,42317.55414
65.84484484,42428.7091
65.90890891,42540.1801
65.97297297,42651.96778
66.03703704,42764.07276
66.1011011,42876.49567
66.16516517,42989.23714
66.22922923,43102.29779
66.29329329,43215.67827
66.35735736,43329.37919
66.42142142,43443.40119
66.48548549,43557.74489
66.54954955,43672.41092
66.61361361,43787.39991
66.67767768,43902.7125
66.74174174,44018.3493
66.80580581,44134.31095
66.86986987,44250.59807
66.93393393,44367.2113
66.997998,44484.15127
67.06206206,44601.41859
67.12612613,44719.01391
67.19019019,44836.93784
67.25425425,44955.19103
67.31831832,45073.77409
67.38238238,45192.68766
67.44644645,45311.93237
67.51051051,45431.50883
67.57457457,45551.41769
67.63863864,45671.65957
67.7027027,45792.2351
67.76676677,45913.14491
67.83083083,46034.38963
67.89489489,46155.96988
67.95895896,46277.8863
68.02302302,46400.13951
68.08708709,46522.73014
68.15115115,46645.65883
68.21521522,46768.92619
68.27927928,46892.53286
68.34334334,47016.47947
68.40740741,47140.76665
68.47147147,47265.39502
68.53553554,47390.36521
68.5995996,47515.67786
68.66366366,47641.33359
68.72772773,47767.33303
68.79179179,47893.6768
68.85585586,48020.36555
68.91991992,48147.39989
68.98398398,48274.78045
69.04804805,48402.50787
69.11211211,48530.58277
69.17617618,48659.00579
69.24024024,48787.77754
69.3043043,48916.89866
69.36836837,49046.36978
69.43243243,49176.19152
69.4964965,49306.36452
69.56056056,49436.8894
69.62462462,49567.7668
69.68868869,49698.99733
69.75275275,49830.58164
69.81681682,49962.52034
69.88088088,50094.81407
69.94494494,50227.46346
70.00900901,50360.46913
70.07307307,50493.83172
70.13713714,50627.55185
70.2012012,50761.63015
70.26526527,50896.06725
70.32932933,51030.86378
70.39339339,51166.02036
70.45745746,51301.53764
70.52152152,51437.41622
70.58558559,51573.65675
70.64964965,51710.25986
70.71371371,51847.22616
70.77777778,51984.5563
70.84184184,52122.25089
70.90590591,52260.31057
70.96996997,52398.73596
71.03403403,52537.52771
71.0980981,52676.68642
71.16216216,52816.21274
71.22622623,52956.10729
71.29029029,53096.3707
71.35435435,53237.00359
71.41841842,53378.00661
71.48248248,53519.38037
71.54654655,53661.1255
71.61061061,53803.24264
71.67467467,53945.73241
71.73873874,54088.59545
71.8028028,54231.83237
71.86686687,54375.44381
71.93093093,54519.4304
71.99499499,54663.79276
72.05905906,54808.53153
72.12312312,54953.64734
72.18718719,55099.1408
72.25125125,55245.01256
72.31531532,55391.26324
72.37937938,55537.89346
72.44344344,55684.90387
72.50750751,55832.29508
72.57157157,55980.06772
72.63563564,56128.22243
72.6996997,56276.75983
72.76376376,56425.68055
72.82782783,56574.98522
72.89189189,56724.67447
72.95595596,56874.74893
73.02002002,57025.20922
73.08408408,57176.05598
73.14814815,57327.28983
73.21221221,57478.91141
73.27627628,57630.92133
73.34034034,57783.32024
73.4044044,57936.10876
73.46846847,58089.28751
73.53253253,58242.85713
73.5965966,58396.81824
73.66066066,58551.17148
73.72472472,58705.91747
73.78878879,58861.05684
73.85285285,59016.59022
73.91691692,59172.51824
73.98098098,59328.84152
74.04504505,59485.56071
74.10910911,59642.67642
74.17317317,59800.18928
74.23723724,59958.09992
74.3013013,60116.40898
74.36536537,60275.11707
74.42942943,60434.22484
74.49349349,60593.7329
74.55755756,60753.64189
74.62162162,60913.95243
74.68568569,61074.66516
74.74974975,61235.78069
74.81381381,61397.29967
74.87787788,61559.22273
74.94194194,61721.55047
75.00600601,61884.28355
75.07007007,62047.42258
75.13413413,62210.9682
75.1981982,62374.92103
75.26226226,62539.28171
75.32632633,62704.05085
75.39039039,62869.2291
75.45445445,63034.81707
75.51851852,63200.8154
75.58258258,63367.22472
75.64664665,63534.04565
75.71071071,63701.27883
75.77477477,63868.92488
75.83883884,64036.98443
75.9029029,64205.45811
75.96696697,64374.34655
76.03103103,64543.65037
76.0950951,64713.37022
76.15915916,64883.5067
76.22322322,65054.06046
76.28728729,65225.03213
76.35135135,65396.42232
76.41541542,65568.23168
76.47947948,65740.46082
76.54354354,65913.11038
76.60760761,66086.18099
76.67167167,66259.67327
76.73573574,66433.58786
76.7997998,66607.92538
76.86386386,66782.68646
76.92792793,66957.87173
76.99199199,67133.48182
77.05605606,67309.51736
77.12012012,67485.97897
77.18418418,67662.86729
77.24824825,67840.18294
77.31231231,68017.92655
77.37637638,68196.09876
77.44044044,68374.70018
77.5045045,68553.73146
77.56856857,68733.19321
77.63263263,68913.08607
77.6966967,69093.41066
77.76076076,69274.16762
77.82482482,69455.35757
77.88888889,69636.98114
77.95295295,69819.03896
78.01701702,70001.53166
78.08108108,70184.45987
78.14514515,70367.82421
78.20920921,70551.62532
78.27327327,70735.86382
78.33733734,70920.54034
78.4014014,71105.65552
78.46546547,71291.20998
78.52952953,71477.20434
78.59359359,71663.63924
78.65765766,71850.51531
78.72172172,72037.83318
78.78578579,72225.59346
78.84984985,72413.7968
78.91391391,72602.44383
78.97797798,72791.53516
79.04204204,72981.07143
79.10610611,73171.05327
79.17017017,73361.4813
79.23423423,73552.35616
79.2982983,73743.67847
79.36236236,73935.44887
79.42642643,74127.66798
79.49049049,74320.33642
79.55455455,74513.45484
79.61861862,74707.02385
79.68268268,74901.04409
79.74674675,75095.51619
79.81081081,75290.44077
79.87487487,75485.81846
79.93893894,75681.64989
80.003003,75877.93569
80.06706707,76074.67649
80.13113113,76271.87292
80.1951952,76469.52561
80.25925926,76667.63518
80.32332332,76866.20226
80.38738739,77065.22749
80.45145145,77264.71149
80.51551552,77464.65489
80.57957958,77665.05832
80.64364364,77865.9224
80.70770771,78067.24777
80.77177177,78269.03506
80.83583584,78471.28489
80.8998999,78673.99789
80.96396396,78877.1747
81.02802803,79080.81593
81.09209209,79284.92222
81.15615616,79489.4942
81.22022022,79694.5325
81.28428428,79900.03774
81.34834835,80106.01056
81.41241241,80312.45158
81.47647648,80519.36143
81.54054054,80726.74074
81.6046046,80934.59014
81.66866867,81142.91025
81.73273273,81351.70172
81.7967968,81560.96515
81.86086086,81770.7012
81.92492492,81980.91047
81.98898899,82191.59361
82.05305305,82402.75123
82.11711712,82614.38398
82.18118118,82826.49247
82.24524525,83039.07734
82.30930931,83252.13921
82.37337337,83465.67872
82.43743744,83679.69649
82.5015015,83894.19315
82.56556557,84109.16934
82.62962963,84324.62567
82.69369369,84540.56278
82.75775776,84756.98129
82.82182182,84973.88184
82.88588589,85191.26505
82.94994995,85409.13156
83.01401401,85627.48199
83.07807808,85846.31697
83.14214214,86065.63712
83.20620621,86285.44309
83.27027027,86505.73549
83.33433433,86726.51496
83.3983984,86947.78212
83.46246246,87169.5376
83.52652653,87391.78203
83.59059059,87614.51605
83.65465465,87837.74027
83.71871872,88061.45533
83.78278278,88285.66186
83.84684685,88510.36048
83.91091091,88735.55183
83.97497497,88961.23653
84.03903904,89187.41521
84.1031031,89414.0885
84.16716717,89641.25703
84.23123123,89868.92143
84.2952953,90097.08232
84.35935936,90325.74034
84.42342342,90554.89611
84.48748749,90784.55027
84.55155155,91014.70343
84.61561562,91245.35624
84.67967968,91476.50932
84.74374374,91708.16329
84.80780781,91940.31879
84.87187187,92172.97645
84.93593594,92406.13688
85,92639.80074
