country,year,taxburden,gdppc,category,taxrev,taxrpc
Sri Lanka,2006,,6242.37155825562,British,14.5772591775899,90996.672
Sri Lanka,2007,,6795.34479692121,British,14.2216085895166,96640.734
Sri Lanka,2008,,7287.58522156073,British,13.2773344349014,96759.703
Sri Lanka,2009,,7550.29488741207,British,12.8003204769597,96646.195
Sri Lanka,2010,,8194.269253850451,British,11.3000305616986,92595.492
Sri Lanka,2011,,9007.734198696309,British,11.2563933378824,101394.6
Sri Lanka,2012,,10315.1802471606,British,10.4084147644471,107364.67
Tajikistan,1998,,928.285769062839,Russian,7.68906661464937,7137.6509
Tajikistan,1999,,961.80308841459,Russian,8.20944237918216,7895.8672
Tajikistan,2000,,1048.59397915516,Russian,7.70308389768848,8077.4072
Tajikistan,2001,,1155.2719806908,Russian,8.201926827365631,9475.4561
Tajikistan,2003,,1419.99898899884,Russian,9.70218843197379,13777.098
Tajikistan,2004,,1579.25260198499,Russian,9.821023786746229,15509.877
Ukraine,1999,,3755.2443564076,Russian,12.9917511231045,48787.199
Ukraine,2000,,4106.83539141344,Russian,13.6153819949128,55916.133
Ukraine,2001,,4631.60673003002,Russian,11.6624126908962,54015.711
Ukraine,2002,,4999.09094029347,Russian,12.6327971410023,63152.5
Ukraine,2003,,5621.90307732677,Russian,13.161625947039,73993.383
Ukraine,2004,,6521.61085909695,Russian,12.8140914560614,83568.516
Ukraine,2005,,6977.25891244237,Russian,16.5287705679768,115325.52
Ukraine,2006,,7775.60692952402,Russian,17.0921634355012,132901.94
Ukraine,2007,,8642.213884074499,Russian,15.8179537908098,136702.14
Ukraine,2008,,9062.24736166671,Russian,17.0917178616882,154889.38
Ukraine,2009,,7818.30385453886,Russian,15.7892363802239,123445.05
Ukraine,2010,,8245.37524122564,Russian,14.997505767077,123660.06
Ukraine,2011,,8909.65960754126,Russian,17.8400492744471,158948.77
Ukraine,2012,,9343.330739660831,Russian,17.6333154227001,164753.89
Uruguay,1990,,6385.96155741081,Spanish,16.2025863999242,103469.09
Uruguay,1991,,6787.40009006716,Spanish,16.7932403160897,113982.44
Uruguay,1992,,7438.5350370288,Spanish,17.2408574744059,128246.72
Uruguay,1993,,7759.96535154179,Spanish,19.389494107735,150461.8
Uruguay,1994,,8440.574912040331,Spanish,19.0344093835043,160661.36
Uruguay,1995,,8431.903162836399,Spanish,16.8787580283368,142320.05
Uruguay,1996,,9000.72104198845,Spanish,17.3511022349298,156172.44
Uruguay,1997,,9875.518951973931,Spanish,16.780792455572,165719.03
Uruguay,1998,,10371.685652876,Spanish,16.9828417745635,176140.7
Uruguay,1999,,10264.5276055778,Spanish,15.278285168979,156824.38
Uruguay,2000,,10255.1008821721,Spanish,14.6991370386579,150741.14
Uruguay,2001,,10059.7877241318,Spanish,15.3059815839749,153974.92
Uruguay,2002,,9427.15285991748,Spanish,15.7776762187295,148738.56
Uruguay,2003,,9686.495101530651,Spanish,17.2060058985691,166665.89
Uruguay,2004,,10451.8934493213,Spanish,17.8462046174237,186526.63
Uruguay,2005,,11580.3856760681,Spanish,17.8969219665738,207253.27
Uruguay,2006,,12406.3658786305,Spanish,18.9880555699046,235572.77
Uruguay,2007,,13547.1312743656,Spanish,18.4105090864616,249409.58
Uruguay,2008,,14764.1876516712,Spanish,18.2418412723851,269325.97
Uruguay,2009,,15464.2622035389,Spanish,18.7222209518185,289525.34
Uruguay,2010,,16817.0790492985,Spanish,18.886388740713,317613.91
Uruguay,2011,,18002.8938254166,Spanish,19.1018312982026,343888.25
Uruguay,2012,,18192.3297038387,Spanish,18.8218856083556,342413.94
Uzbekistan,2011,,5844.80756223251,Russian,12.3662567573144,72278.391
Uzbekistan,2012,,6061.94715388358,Russian,13.1744077704128,79862.563
Zimbabwe,2009,,1532.82158569606,British,9.19689233898681,14097.195
Zimbabwe,2010,,1830.82733292151,British,17.434923710737,31920.334
Zimbabwe,2011,,2101.82405127514,British,17.9282541990398,37682.035
Zimbabwe,2012,,2375.92700580051,British,17.8354892203875,42375.82
