,year,yearCode,country,countryCode,gini,govExpEdu,gdpGrowth,gdpPC
2784,2012,YR2012,Sri Lanka,LKA,38.7,1.496170044,9.144572246000001,10712.39735
2791,2012,YR2012,Sweden,SWE,27.6,7.536970139,-0.5883045689999999,48300.8425
2792,2012,YR2012,Switzerland,CHE,31.6,4.8583498,1.217193657,66440.28702
2796,2012,YR2012,Thailand,THA,39.3,4.536709785,7.242796202,15424.544269999999
2806,2012,YR2012,Uganda,UGA,41.0,1.8052300209999999,3.8374556060000002,1983.8803710000002
2807,2012,YR2012,Ukraine,UKR,24.7,6.692329883999999,0.238681721,12527.4655
2815,2012,YR2012,Vietnam,VNM,35.6,5.533289909,5.247367156,5574.493705
2828,2013,YR2013,Argentina,ARG,40.9,5.4366102220000005,2.405323781,24424.13645
2829,2013,YR2013,Armenia,ARM,30.6,2.650180101,3.3,10691.27675
2832,2013,YR2013,Austria,AUT,30.8,5.5471100810000005,0.025504712000000002,52921.8171
2838,2013,YR2013,Belarus,BLR,26.6,5.009419918,1.003470841,18760.16352
2839,2013,YR2013,Belgium,BEL,27.7,6.630529881,0.45924219299999997,48203.65268
2847,2013,YR2013,Brazil,BRA,52.8,5.838850021,3.004846305,15805.222909999999
2850,2013,YR2013,Bulgaria,BGR,36.6,4.072440147,0.325769436,18296.14689
2852,2013,YR2013,Burundi,BDI,38.6,5.995359897999999,4.924195261,877.2729649
2861,2013,YR2013,Chile,CHL,45.8,4.529429913,4.045004298,24006.81233
2862,2013,YR2013,China,CHN,39.7,3.852509975,7.766150098,11149.867559999999
2863,2013,YR2013,Colombia,COL,52.6,4.8785500530000006,5.13399352,13390.4852
2867,2013,YR2013,Costa Rica,CRI,49.3,6.687399864,2.4947661080000003,18233.01597
2869,2013,YR2013,Croatia,HRV,32.0,4.554130077,-0.44709217700000004,23766.97604
2872,2013,YR2013,Cyprus,CYP,37.0,6.483779907000001,-6.553078255,33456.28909
2873,2013,YR2013,Czech Republic,CZE,26.5,4.046760082,-0.045903674000000005,33661.46842
2874,2013,YR2013,Denmark,DNK,28.5,8.494429588,0.933340972,51479.26645
2877,2013,YR2013,Dominican Republic,DOM,47.7,3.480540037,4.875205093,13702.32121
2878,2013,YR2013,Ecuador,ECU,46.9,5.004640102,4.946511267,11818.58683
2880,2013,YR2013,El Salvador,SLV,43.4,3.801490068,2.235684893,7892.436955
2883,2013,YR2013,Estonia,EST,35.1,4.812670231,1.4584286359999998,29525.118860000002
2887,2013,YR2013,Fiji,FJI,36.7,3.8828899860000003,4.73421949,11429.35522
2888,2013,YR2013,Finland,FIN,27.2,7.124040127000001,-0.9016963159999999,45328.575319999996
2893,2013,YR2013,Georgia,GEO,38.6,2.886719942,3.621305352,11740.08912
2894,2013,YR2013,Germany,DEU,31.1,4.9353899960000005,0.437591303,49954.17375
2906,2013,YR2013,Honduras,HND,50.0,5.874929905,2.791559757,5113.459151
2908,2013,YR2013,Hungary,HUN,31.5,4.197649956,1.8607516240000002,25284.37005
2909,2013,YR2013,Iceland,ISL,25.4,7.448689937999999,4.55246032,50168.68853
2911,2013,YR2013,Indonesia,IDN,40.0,3.359040022,5.557263689,9457.018541
2912,2013,YR2013,"Iran, Islamic Rep.",IRN,37.4,3.06795001,-0.19407347100000003,12625.08749
2914,2013,YR2013,Ireland,IRL,33.5,5.335949898,1.267014661,53435.6393
2917,2013,YR2013,Italy,ITA,34.9,4.143670082,-1.841065451,40268.11279
2921,2013,YR2013,Kazakhstan,KAZ,27.1,3.437370062,5.999999999,23720.816069999997
2928,2013,YR2013,Kyrgyz Republic,KGZ,28.8,6.780200005,10.91546945,4631.403267000001
2930,2013,YR2013,Latvia,LVA,35.5,6.943649768999999,2.310176076,24881.90877
2936,2013,YR2013,Lithuania,LTU,35.3,4.602330208,3.550072843,28589.026660000003
2941,2013,YR2013,Malaysia,MYS,41.3,5.481200218,4.693722526,22855.94969
2944,2013,YR2013,Malta,MLT,28.8,7.579239845,5.473355695,35287.46508
2950,2013,YR2013,Moldova,MDA,28.5,5.909759997999999,9.043865482000001,9817.296297
2960,2013,YR2013,Netherlands,NLD,28.1,5.52655983,-0.130175288,51640.076689999994
2968,2013,YR2013,Norway,NOR,26.4,7.485350132000001,1.034072914,61878.99441
2970,2013,YR2013,Pakistan,PAK,30.7,2.493439913,4.396456633000001,4069.2674979999997
2972,2013,YR2013,Panama,PAN,51.5,3.400000095,6.903948051,26480.60949
2974,2013,YR2013,Paraguay,PRY,47.9,4.809329987,8.293076489,11209.13154
2975,2013,YR2013,Peru,PER,43.9,3.297290087,5.8525182110000005,11724.0036
2977,2013,YR2013,Poland,POL,33.1,4.970620155,1.1257678359999999,25759.33915
2978,2013,YR2013,Portugal,PRT,36.2,5.270969868,-0.922644675,30042.89072
2981,2013,YR2013,Romania,ROU,36.9,3.051739931,3.7709623039999998,22197.03833
2982,2013,YR2013,Russian Federation,RUS,40.9,3.763829947,1.7554221490000002,26332.39665
2983,2013,YR2013,Rwanda,RWA,45.1,4.744919777,4.719854196,1718.935761
2990,2013,YR2013,Seychelles,SYC,46.8,3.608129978,6.018076825,24150.21072
2994,2013,YR2013,Slovak Republic,SVK,28.1,4.071350098,0.666535042,26706.09511
2995,2013,YR2013,Slovenia,SVN,26.2,5.405729771,-1.029282772,32234.025760000004
3000,2013,YR2013,Spain,ESP,36.2,4.351019859,-1.435394259,35371.739819999995
3008,2013,YR2013,Sweden,SWE,28.8,7.611209869,1.187775716,48462.16
3009,2013,YR2013,Switzerland,CHE,32.5,4.869029998999999,1.8216677909999999,66877.16305
3013,2013,YR2013,Thailand,THA,37.8,4.1240201,2.687495563,15767.36081
3024,2013,YR2013,Ukraine,UKR,24.6,6.671659946,-0.02669789,12552.669759999999
3026,2013,YR2013,United Kingdom,GBR,33.2,5.531579971,2.186113352,43242.56767
3045,2014,YR2014,Argentina,ARG,41.6,5.361440182,-2.5126153209999997,23550.09906
3046,2014,YR2014,Armenia,ARM,31.5,2.247240067,3.600000001,11019.83878
3048,2014,YR2014,Australia,AUS,34.4,5.1647701260000005,2.533114665,47289.96461
3049,2014,YR2014,Austria,AUT,30.5,5.447619915,0.6612728489999999,52857.056319999996
3055,2014,YR2014,Belarus,BLR,27.2,4.818309783999999,1.726384854,19066.88682
3056,2014,YR2014,Belgium,BEL,28.1,6.5904698370000006,1.578533143,48747.67705
3064,2014,YR2014,Brazil,BRA,52.1,5.948480129,0.50395574,15749.51216
3068,2014,YR2014,Burkina Faso,BFA,35.3,4.053299904,4.326845615,1907.9492129999999
3072,2014,YR2014,Cameroon,CMR,46.6,2.687129974,5.884059327,3362.6648090000003
3079,2014,YR2014,China,CHN,39.2,3.7266399860000003,7.425763656,11917.3385
3080,2014,YR2014,Colombia,COL,52.6,4.629459858,4.499030001,13852.24205
3081,2014,YR2014,Comoros,COM,45.3,2.7447299960000002,2.1000064380000003,2996.379345
3084,2014,YR2014,Costa Rica,CRI,48.6,6.67952013,3.542109878,18669.096680000002
3089,2014,YR2014,Cyprus,CYP,35.6,6.440499783,-1.829309109,33207.770710000004
3090,2014,YR2014,Czech Republic,CZE,25.9,3.965229988,2.2621028969999997,34386.70491
3091,2014,YR2014,Denmark,DNK,28.4,7.634850025,1.619393811,52048.33549
3094,2014,YR2014,Dominican Republic,DOM,44.3,3.963769913,7.05046369,14499.63041
3095,2014,YR2014,Ecuador,ECU,45.0,5.260990143,3.7888685489999996,12078.474390000001
3097,2014,YR2014,El Salvador,SLV,41.6,3.8241600989999998,1.7113147830000002,7990.4595739999995
3100,2014,YR2014,Estonia,EST,34.6,5.01113987,3.011366587,30494.0963
3105,2014,YR2014,Finland,FIN,26.8,7.102369785,-0.364908157,44976.77645
3110,2014,YR2014,Georgia,GEO,37.6,2.9976799489999997,4.431924823,12254.64565
3111,2014,YR2014,Germany,DEU,30.9,4.921020031,2.2095434309999997,50845.527
3118,2014,YR2014,Guatemala,GTM,48.3,2.985620022,4.443977583,7939.374378
3123,2014,YR2014,Honduras,HND,49.9,7.090119839,3.058080562,5177.415197
3125,2014,YR2014,Hungary,HUN,30.9,4.610660076,4.228950735,26424.7204
3126,2014,YR2014,Iceland,ISL,27.8,7.641409874,1.687215018,50450.741610000005
3128,2014,YR2014,Indonesia,IDN,39.4,3.288009882,5.006668426,9801.166283
3129,2014,YR2014,"Iran, Islamic Rep.",IRN,38.8,2.8013501169999997,4.60341888,13038.555059999999
3131,2014,YR2014,Ireland,IRL,31.9,4.873139858,8.713697808,57668.755470000004
3133,2014,YR2014,Israel,ISR,39.8,5.783510207999999,3.92086116,37474.849180000005
3134,2014,YR2014,Italy,ITA,34.7,4.061279774,-0.004547542,39898.52646
3138,2014,YR2014,Kazakhstan,KAZ,27.0,3.4216499330000003,4.200000001,24355.75612
3145,2014,YR2014,Kyrgyz Republic,KGZ,26.8,5.531599998,4.024038626,4722.086002
3147,2014,YR2014,Latvia,LVA,35.1,5.283889771,1.073634087,25387.00765
3150,2014,YR2014,Liberia,LBR,33.2,2.279099941,0.701143912,1621.344665
3153,2014,YR2014,Lithuania,LTU,37.7,4.486579895,3.5370098789999997,29855.831489999997
3154,2014,YR2014,Luxembourg,LUX,31.2,4.007890224,4.296786305,108414.7519
3161,2014,YR2014,Malta,MLT,29.0,7.004209995,7.633538112,37230.27839
3165,2014,YR2014,Mexico,MEX,48.7,5.257470131,2.849773255,18887.56744
3167,2014,YR2014,Moldova,MDA,26.8,6.266019821,4.999625668999999,10314.40965
3169,2014,YR2014,Mongolia,MNG,32.0,4.7148499489999995,7.885225482,10980.323999999999
3172,2014,YR2014,Mozambique,MOZ,54.0,6.876329899,7.398512797,1217.088867
3177,2014,YR2014,Netherlands,NLD,28.6,5.458899975,1.423395395,52186.99739
3180,2014,YR2014,Nicaragua,NIC,46.2,4.0832901,4.785170747,5443.278082
3181,2014,YR2014,Niger,NER,34.3,5.103680134,6.642136654,1127.614075
3185,2014,YR2014,Norway,NOR,26.8,7.695040226000001,1.969544301,62390.1497
3191,2014,YR2014,Paraguay,PRY,50.7,4.789110184,5.301238592,11643.727509999999
3192,2014,YR2014,Peru,PER,43.1,3.695990086,2.382157372,11877.07893
3194,2014,YR2014,Poland,POL,32.8,4.935540199,3.378578073,26649.57728
3195,2014,YR2014,Portugal,PRT,35.6,5.124000072,0.7921903020000001,30444.600210000004
3198,2014,YR2014,Romania,ROU,36.0,3.121220112,3.608723653,23084.374780000002
3199,2014,YR2014,Russian Federation,RUS,39.9,4.0138797760000005,0.736267221,26057.15531
3206,2014,YR2014,Serbia,SRB,40.5,3.9269800189999997,-1.58951032,15226.320169999999
3211,2014,YR2014,Slovak Republic,SVK,26.1,4.220590115,2.6415897459999997,27384.971810000003
3212,2014,YR2014,Slovenia,SVN,25.7,5.291699886,2.768158831,33093.750439999996
3215,2014,YR2014,South Africa,ZAF,63.0,5.99946022,1.846991604,12884.4846
3217,2014,YR2014,Spain,ESP,36.1,4.303380013,1.383907943,35968.62014
3225,2014,YR2014,Sweden,SWE,28.4,7.5737299920000005,2.657798275,49258.99616
3226,2014,YR2014,Switzerland,CHE,32.5,4.8777999880000005,2.446845157,67682.68617999999
3230,2014,YR2014,Thailand,THA,37.0,3.723560095,0.9844688640000001,15854.13186
3231,2014,YR2014,Timor-Leste,TLS,28.7,7.515470027999999,4.449568823,3264.56251
3241,2014,YR2014,Ukraine,UKR,24.0,5.874939919,-6.552631293999999,12408.9516
3243,2014,YR2014,United Kingdom,GBR,34.0,5.6045699120000005,2.862728671,44154.105610000006
3256,2015,YR2015,Albania,ALB,32.9,3.4379699230000003,2.218752232,11878.48809
3263,2015,YR2015,Armenia,ARM,32.4,2.80591011,3.1999999989999997,11321.332540000001
3266,2015,YR2015,Austria,AUT,30.5,5.456580162000001,1.014501586,52798.099460000005
3272,2015,YR2015,Belarus,BLR,25.6,4.7875199319999995,-3.829570558,18307.519669999998
3273,2015,YR2015,Belgium,BEL,27.7,6.4515700339999995,2.041459009,49455.44134
3275,2015,YR2015,Benin,BEN,47.8,3.17298007,1.77815106,2945.970221
3280,2015,YR2015,Botswana,BWA,53.3,7.806519985,-1.6979354269999998,16714.39782
3281,2015,YR2015,Brazil,BRA,51.9,6.24105978,-3.545763393,15064.17607
3287,2015,YR2015,Cabo Verde,CPV,42.4,5.266910076,1.006863707,6266.881779
3295,2015,YR2015,Chile,CHL,44.4,4.875309944,2.303767036,24440.415259999998
3296,2015,YR2015,China,CHN,38.6,3.82487011,7.041328879,12691.82155
3297,2015,YR2015,Colombia,COL,51.0,4.470389843,2.955901375,14095.74836
3301,2015,YR2015,Costa Rica,CRI,48.4,6.87349987,3.652080968,19141.68307
3302,2015,YR2015,Cote d'Ivoire,CIV,41.5,3.494159937,8.84285995,4417.150215
3306,2015,YR2015,Cyprus,CYP,34.0,6.326129913,3.21856901,34472.29851
3307,2015,YR2015,Czech Republic,CZE,25.9,5.7518200870000005,5.388380838,36168.418560000006
3311,2015,YR2015,Dominican Republic,DOM,45.2,3.816240072,6.927018772,15328.35951
3312,2015,YR2015,Ecuador,ECU,46.0,4.998700142,0.098872608,11896.37516
3313,2015,YR2015,"Egypt, Arab Rep.",EGY,31.8,3.9308500289999997,4.372019078,10570.44523
3314,2015,YR2015,El Salvador,SLV,40.6,3.909879923,2.39746263,8143.224442
3317,2015,YR2015,Estonia,EST,32.7,5.106850147,1.853020046,31038.804630000002
3319,2015,YR2015,Ethiopia,ETH,35.0,4.737919807,10.39246302,1779.084111
3322,2015,YR2015,Finland,FIN,27.1,7.032080173,0.543659212,45072.59021
3326,2015,YR2015,"Gambia, The",GMB,35.9,2.160029888,4.058073804,2058.658146
3327,2015,YR2015,Georgia,GEO,36.5,3.164870024,3.02220738,12605.14007
3328,2015,YR2015,Germany,DEU,31.7,4.855150223,1.491931528,51159.29746
3331,2015,YR2015,Greece,GRC,36.0,3.6667699810000003,-0.41190153799999996,28248.12596
3340,2015,YR2015,Honduras,HND,49.2,6.412970066000001,3.840079971,5283.416914
3342,2015,YR2015,Hungary,HUN,30.4,4.498990059,3.8194283789999997,27499.32447
3343,2015,YR2015,Iceland,ISL,26.8,7.457970142000001,4.436663718999999,52142.932810000006
3345,2015,YR2015,Indonesia,IDN,39.7,3.5836000439999998,4.8763223,10149.60387
3346,2015,YR2015,"Iran, Islamic Rep.",IRN,39.5,2.7973899839999996,-1.32064512,12698.1092
3348,2015,YR2015,Ireland,IRL,31.8,3.7580099110000003,25.17624519,71508.73384
3351,2015,YR2015,Italy,ITA,35.4,4.073629856,0.778304351,40247.82904
3355,2015,YR2015,Kazakhstan,KAZ,26.8,2.788579941,1.2,24290.41763
3356,2015,YR2015,Kenya,KEN,40.8,5.271339893,5.718507131,3824.7593030000003
3362,2015,YR2015,Kyrgyz Republic,KGZ,29.0,5.985509872000001,3.875825448,4805.141092
3364,2015,YR2015,Latvia,LVA,34.2,5.284939766,4.006874033,26621.272230000002
3370,2015,YR2015,Lithuania,LTU,37.4,4.227190018,2.024583955,30748.196310000003
3371,2015,YR2015,Luxembourg,LUX,32.9,3.918200016,4.306431493,110446.0861
3375,2015,YR2015,Malaysia,MYS,41.1,4.894869804,5.091532422,24787.82375
3378,2015,YR2015,Malta,MLT,29.4,5.023980141,9.608132811,39845.11457
3384,2015,YR2015,Moldova,MDA,27.0,5.805689812000001,-0.338235324,10360.829590000001
3390,2015,YR2015,Myanmar,MMR,38.1,2.099999905,6.99284029,4268.500677
3391,2015,YR2015,Namibia,NAM,59.1,9.913700104,4.264174529,10662.82993
3394,2015,YR2015,Netherlands,NLD,28.2,5.34815979,1.9591697209999999,52974.116219999996
3402,2015,YR2015,Norway,NOR,27.5,7.569330215,1.967128438,62987.53586
3404,2015,YR2015,Pakistan,PAK,32.6,2.650019884,4.731147475,4278.346663
3406,2015,YR2015,Panama,PAN,50.8,2.836289883,5.733054296000001,28431.08242
3408,2015,YR2015,Paraguay,PRY,47.6,3.338150024,2.957151735,11828.14013
3409,2015,YR2015,Peru,PER,43.4,3.969330072,3.252244772,12110.2669
3410,2015,YR2015,Philippines,PHL,44.6,3.3299999239999996,6.348309717,7300.13621
3411,2015,YR2015,Poland,POL,31.8,4.809939861,4.2363263060000005,27797.058419999998
3412,2015,YR2015,Portugal,PRT,35.5,4.885540009,1.7920460459999998,31118.79067
3415,2015,YR2015,Romania,ROU,35.9,3.109630108,2.953674037,23878.18854
3416,2015,YR2015,Russian Federation,RUS,37.7,3.834029913,-1.972719226,25488.09612
3423,2015,YR2015,Serbia,SRB,40.5,3.78640008,1.806059265,15578.20285
3428,2015,YR2015,Slovak Republic,SVK,26.5,4.598999977,4.81489967,28676.265610000002
3429,2015,YR2015,Slovenia,SVN,25.4,4.909530163,2.210081607,33799.72553
3434,2015,YR2015,Spain,ESP,36.2,4.286570072,3.83517266,37377.06802
3442,2015,YR2015,Sweden,SWE,29.2,7.443900107999999,4.489281588,50928.962980000004
3443,2015,YR2015,Switzerland,CHE,32.3,4.93844986,1.657768711,68025.92004
3445,2015,YR2015,Tajikistan,TJK,34.0,4.967740059,5.9999992639999995,2984.494913
3447,2015,YR2015,Thailand,THA,36.0,3.7596700189999996,3.134047249,16285.386569999999
3449,2015,YR2015,Togo,TGO,43.1,5.10860014,5.742868453,1920.469307
3452,2015,YR2015,Tunisia,TUN,32.8,6.596000195,1.165860578,10510.33031
3458,2015,YR2015,Ukraine,UKR,25.5,5.74255991,-9.772960791000001,11237.07446
3460,2015,YR2015,United Kingdom,GBR,33.2,5.5530500410000005,2.363069511,44840.78264
3470,2015,YR2015,Zambia,ZMB,57.1,4.624330044,2.920375112,3443.553254
3473,2016,YR2016,Albania,ALB,33.7,3.962090015,3.314804753,12291.873379999999
3479,2016,YR2016,Argentina,ARG,42.0,5.545489787999999,-2.080327844,23189.52745
3480,2016,YR2016,Armenia,ARM,32.5,2.75812006,0.2,11303.06785
3483,2016,YR2016,Austria,AUT,30.8,5.47961998,1.989437162,53269.3062
3487,2016,YR2016,Bangladesh,BGD,32.4,1.535539985,7.113478213,3920.144507
3489,2016,YR2016,Belarus,BLR,25.3,4.946549892,-2.526446436,17822.60659
3490,2016,YR2016,Belgium,BEL,27.6,6.4617300029999996,1.266686409,49828.96291
3498,2016,YR2016,Brazil,BRA,53.3,6.3140401839999996,-3.275916908,14451.15284
3513,2016,YR2016,China,CHN,38.5,3.79362011,6.848762205,13487.82248
3514,2016,YR2016,Colombia,COL,50.6,4.477210045,2.087382502,14194.51566
3518,2016,YR2016,Costa Rica,CRI,48.7,6.893959999,4.204323252,19736.6653
3523,2016,YR2016,Cyprus,CYP,32.9,6.145410061000001,6.4380584810000006,36523.733210000006
3524,2016,YR2016,Czech Republic,CZE,25.4,5.553730011,2.53728452,37014.95929
3528,2016,YR2016,Dominican Republic,DOM,45.7,3.850500107,6.659200263,16166.611530000002
3529,2016,YR2016,Ecuador,ECU,45.0,4.362750053,-1.226383985,11551.61597
3531,2016,YR2016,El Salvador,SLV,40.0,3.825239897,2.541545026,8309.441799
3534,2016,YR2016,Estonia,EST,31.2,5.114459991,3.155564814,32008.934360000003
3535,2016,YR2016,Eswatini,SWZ,54.6,5.414669991,1.100718394,8321.031914
3539,2016,YR2016,Finland,FIN,27.1,6.851530075,2.811457767,46206.78781
3544,2016,YR2016,Georgia,GEO,36.6,3.593869925,2.90643878,12963.74396
3545,2016,YR2016,Germany,DEU,31.9,4.839230061,2.229999868,51879.672589999995
3546,2016,YR2016,Ghana,GHA,43.5,4.528840065,3.373465725,4712.514354999999
3557,2016,YR2016,Honduras,HND,49.8,5.159619808,3.8929721969999997,5395.614551
3559,2016,YR2016,Hungary,HUN,30.3,4.620490074,2.1399957119999997,28170.82136
3560,2016,YR2016,Iceland,ISL,27.2,7.432199955,6.303687107000001,54665.763920000005
3562,2016,YR2016,Indonesia,IDN,38.6,3.5,5.033069183,10531.11097
3563,2016,YR2016,"Iran, Islamic Rep.",IRN,40.0,3.365760088,13.39624262,14205.211630000002
3565,2016,YR2016,Ireland,IRL,32.8,3.731739998,2.042232527,72150.03997
3567,2016,YR2016,Israel,ISR,39.0,5.863269806,3.8265748719999997,38234.724480000004
3568,2016,YR2016,Italy,ITA,35.2,3.815789938,1.293462732,40837.73763
3572,2016,YR2016,Kazakhstan,KAZ,27.2,2.978100061,1.1,24210.86296
3576,2016,YR2016,"Korea, Rep.",KOR,31.4,4.333099842,2.946881715,39814.65893
3579,2016,YR2016,Kyrgyz Republic,KGZ,26.8,6.586150169,4.335855917,4912.382484000001
3581,2016,YR2016,Latvia,LVA,34.3,4.659530163,2.372924128,27503.1773
3584,2016,YR2016,Liberia,LBR,35.3,2.14812994,-1.599584075,1516.355714
3587,2016,YR2016,Lithuania,LTU,38.4,4.004310131,2.518828273,31925.80342
3591,2016,YR2016,Malawi,MWI,44.7,4.748569965,2.484040626,1428.423917
3593,2016,YR2016,Maldives,MDV,31.3,3.68701005,6.33752979,17584.14754
3595,2016,YR2016,Malta,MLT,29.1,5.084459782,4.090917429,40536.71818
3599,2016,YR2016,Mexico,MEX,46.3,4.90681982,2.630532425,19539.26125
3601,2016,YR2016,Moldova,MDA,26.3,5.608449936,4.408886723999999,10942.550870000001
3603,2016,YR2016,Mongolia,MNG,32.3,5.18061018,1.168393456,10940.41865
3611,2016,YR2016,Netherlands,NLD,28.2,5.479599952999999,2.191713719,53847.82655
3619,2016,YR2016,Norway,NOR,28.5,8.030550003,1.071558977,63104.10039
3623,2016,YR2016,Panama,PAN,50.4,2.846080065,4.953211423,29332.414539999998
3626,2016,YR2016,Peru,PER,43.6,3.8131699560000003,3.953318715,12403.68714
3628,2016,YR2016,Poland,POL,31.2,4.6333999630000005,3.141731229,28682.69393
3632,2016,YR2016,Romania,ROU,34.4,2.979890108,4.7029977469999995,25145.01335
3633,2016,YR2016,Russian Federation,RUS,36.8,3.7604401110000003,0.193690072,25490.70826
3634,2016,YR2016,Rwanda,RWA,43.7,3.4367299080000002,5.970744298,1950.5262649999997
3640,2016,YR2016,Serbia,SRB,38.8,3.63470006,3.338586765,16182.82169
3645,2016,YR2016,Slovak Republic,SVK,25.2,3.911070108,2.132727784,29250.118039999998
3646,2016,YR2016,Slovenia,SVN,24.8,4.792669773,3.191852518,34853.04212
3651,2016,YR2016,Spain,ESP,35.8,4.227640152,3.03130133,38477.57918
3652,2016,YR2016,Sri Lanka,LKA,39.3,3.449199915,4.486634531,12287.47307
3654,2016,YR2016,St. Lucia,LCA,51.2,5.2082800869999994,3.986868948,14516.242119999999
3659,2016,YR2016,Sweden,SWE,29.6,7.6186199189999995,2.0705931509999997,51334.43203
3660,2016,YR2016,Switzerland,CHE,33.0,4.926459789,2.045186469,68663.24382
3664,2016,YR2016,Thailand,THA,36.9,3.637520075,3.435157717,16782.09867
3674,2016,YR2016,Uganda,UGA,42.8,2.147109985,4.781000291000001,2075.011666
3675,2016,YR2016,Ukraine,UKR,25.0,5.00977993,2.235067619,11534.638
3677,2016,YR2016,United Kingdom,GBR,34.8,5.418940067,1.722385904,45268.73045
3679,2016,YR2016,Uruguay,URY,39.7,4.3808598519999995,1.6897981640000002,22724.02213
3683,2016,YR2016,Vietnam,VNM,35.3,4.344810009,6.210811668,6767.778831999999
3685,2016,YR2016,West Bank and Gaza,PSE,33.7,4.982960224,8.86461882,6438.93364
3690,2017,YR2017,Albania,ALB,33.2,3.611720085,3.802197488,12770.975040000001
3696,2017,YR2017,Argentina,ARG,41.1,5.454319954,2.818502978,23597.11775
3697,2017,YR2017,Armenia,ARM,33.6,2.7075901030000002,7.500000002,12115.139290000001
3700,2017,YR2017,Austria,AUT,29.7,5.371890068,2.399587603,54169.96399
3706,2017,YR2017,Belarus,BLR,25.4,4.794990063,2.5321835,18280.19892
3707,2017,YR2017,Belgium,BEL,27.4,6.425340176000001,1.621547198,50442.27054
3711,2017,YR2017,Bhutan,BTN,37.4,7.225739956,4.651834675,11142.47467
3715,2017,YR2017,Brazil,BRA,53.3,6.32047987,1.322869055,14524.61354
3718,2017,YR2017,Bulgaria,BGR,40.4,4.091020107,3.50275153,21387.27664
3729,2017,YR2017,Chile,CHL,44.4,5.419660091,1.184544707,24470.70362
3731,2017,YR2017,Colombia,COL,49.7,4.535510063,1.3593608680000002,14171.3205
3735,2017,YR2017,Costa Rica,CRI,48.3,7.0698099139999995,4.1576989630000005,20347.03477
3737,2017,YR2017,Croatia,HRV,30.4,3.905669928,3.439217352,26800.118980000003
3740,2017,YR2017,Cyprus,CYP,31.4,5.754169941000001,5.154777146,38050.85774
3741,2017,YR2017,Czech Republic,CZE,24.9,3.806159973,5.1687243039999995,38824.88792
3742,2017,YR2017,Denmark,DNK,28.7,7.752439976000001,2.8217363410000003,55356.680779999995
3743,2017,YR2017,Djibouti,DJI,41.6,3.748559952,5.403099843,4885.205039
3745,2017,YR2017,Dominican Republic,DOM,42.2,3.920269966,4.666704677,16735.364419999998
3746,2017,YR2017,Ecuador,ECU,44.7,4.614260197,2.368386526,11617.91222
3748,2017,YR2017,El Salvador,SLV,38.0,3.725229979,2.252358774,8454.055551000001
3751,2017,YR2017,Estonia,EST,30.4,4.956299782,5.792044675,33821.93291
3756,2017,YR2017,Finland,FIN,27.4,6.363110065,3.19240963,47570.13358
3757,2017,YR2017,France,FRA,31.6,5.451600075,2.291419994,44577.06457
3759,2017,YR2017,Gabon,GAB,38.0,3.326809883,0.472642031,15006.84404
3761,2017,YR2017,Georgia,GEO,37.9,3.574429989,4.842603225,13589.707390000001
3765,2017,YR2017,Greece,GRC,34.4,3.47220993,1.2808248340000001,28645.04362
3774,2017,YR2017,Honduras,HND,49.4,4.937019825,4.842913911,5561.994542
3776,2017,YR2017,Hungary,HUN,30.6,4.619729996,4.316780987,29465.126239999998
3777,2017,YR2017,Iceland,ISL,26.1,7.583859921,4.194948828999999,55638.492060000004
3779,2017,YR2017,Indonesia,IDN,38.1,2.669980049,5.069785901,10935.63172
3780,2017,YR2017,"Iran, Islamic Rep.",IRN,40.8,3.790400028,3.755196452,14535.873580000001
3782,2017,YR2017,Ireland,IRL,31.4,3.4688498969999997,8.940012772000001,77749.20196
3785,2017,YR2017,Italy,ITA,35.9,4.044939995,1.667859041,41581.12079
3789,2017,YR2017,Kazakhstan,KAZ,27.5,2.750819921,4.1,24862.966119999997
3796,2017,YR2017,Kyrgyz Republic,KGZ,27.3,6.0261898039999995,4.739937225,5046.691535
3798,2017,YR2017,Latvia,LVA,35.6,4.370299816,3.25072029,28650.007760000004
3800,2017,YR2017,Lesotho,LSO,44.9,8.156889915,-3.1419499460000004,2668.291425
3804,2017,YR2017,Lithuania,LTU,37.3,3.8122000689999997,4.282596951,33761.87124
3805,2017,YR2017,Luxembourg,LUX,34.5,3.569590092,1.801180955,112308.1738
3812,2017,YR2017,Malta,MLT,29.2,4.651629925,8.119425289,42644.05085
3815,2017,YR2017,Mauritius,MUS,36.8,5.02312994,3.814152115,21415.11611
3818,2017,YR2017,Moldova,MDA,25.9,5.618440151000001,4.69079339,11651.31745
3824,2017,YR2017,Myanmar,MMR,30.7,2.087680101,6.404977325,4739.915445000001
3828,2017,YR2017,Netherlands,NLD,28.5,5.17509985,2.910902513,55088.6338
3836,2017,YR2017,Norway,NOR,27.0,7.911980152000001,2.323258407,64050.75617000001
3840,2017,YR2017,Panama,PAN,49.9,2.8822400569999997,5.591148876,30446.83723
3842,2017,YR2017,Paraguay,PRY,48.5,3.08968997,4.8100788560000005,12590.54844
3843,2017,YR2017,Peru,PER,43.3,3.931309938,2.518835442,12506.52938
3845,2017,YR2017,Poland,POL,29.7,4.558460236,4.83065457,30064.50348
3846,2017,YR2017,Portugal,PRT,33.8,5.015610218,3.506345285,33044.716739999996
3849,2017,YR2017,Romania,ROU,36.0,3.095390081,7.319448529,27141.91933
