,year,yearCode,country,countryCode,gini,govExpEdu,gdpGrowth,gdpPC
1634,2007,YR2007,Lithuania,LTU,34.8,4.595210075,11.10748014,25835.368019999998
1642,2007,YR2007,Malta,MLT,29.2,5.947500229,4.7747056,30918.49827
1648,2007,YR2007,Moldova,MDA,34.4,8.293370247,3.00000024,7845.669401
1650,2007,YR2007,Mongolia,MNG,35.8,4.690130234,10.24801636,6858.33057
1658,2007,YR2007,Netherlands,NLD,29.6,4.886829853,3.7728425210000003,52909.96976
1662,2007,YR2007,Niger,NER,37.3,3.0146200660000004,3.1427240839999997,974.6821782
1666,2007,YR2007,Norway,NOR,27.1,6.534399986,2.994251851,64062.436910000004
1668,2007,YR2007,Pakistan,PAK,31.6,2.635270119,4.832817277,3931.1757850000004
1672,2007,YR2007,Paraguay,PRY,53.0,2.7395100589999997,5.421622872,9193.839912000001
1673,2007,YR2007,Peru,PER,50.0,2.629400015,8.518387769,8629.264533
1675,2007,YR2007,Poland,POL,34.0,4.8687400819999995,7.061543812999999,21543.1637
1676,2007,YR2007,Portugal,PRT,36.8,4.921470165,2.506579646,32251.5691
1679,2007,YR2007,Romania,ROU,37.5,4.149539948,7.233807744,19833.96787
1692,2007,YR2007,Slovak Republic,SVK,24.7,3.523210049,10.83202883,24127.884680000003
1693,2007,YR2007,Slovenia,SVN,24.4,5.11661005,6.980160755,34907.36883
1698,2007,YR2007,Spain,ESP,34.1,4.254049778,3.604687971,39520.82227
1706,2007,YR2007,Sweden,SWE,27.1,6.171589851,3.439221776,48557.38435
1707,2007,YR2007,Switzerland,CHE,34.3,4.557980061,3.995722246,65641.71061000001
1709,2007,YR2007,Tajikistan,TJK,32.2,3.413269997,7.800000119,2133.494009
1710,2007,YR2007,Tanzania,TZA,40.3,4.0334200860000005,6.768535202000001,1848.985478
1711,2007,YR2007,Thailand,THA,39.8,3.603149891,5.435151691000001,13460.06056
1722,2007,YR2007,Ukraine,UKR,27.0,6.157209872999999,7.593520408,12829.03065
1724,2007,YR2007,United Kingdom,GBR,35.7,4.9288702010000005,2.360575861,44138.5205
1743,2008,YR2008,Argentina,ARG,44.9,4.8444099430000005,4.057233103,23103.45652
1744,2008,YR2008,Armenia,ARM,29.2,3.1727299689999997,6.9,10467.52981
1746,2008,YR2008,Australia,AUS,35.4,4.637760162,3.6579535260000005,44835.361410000005
1747,2008,YR2008,Austria,AUT,30.4,5.263959885,1.460423676,53089.876339999995
1754,2008,YR2008,Belgium,BEL,28.4,6.332940102,0.446928735,48422.57823
1762,2008,YR2008,Brazil,BRA,54.0,5.268839836000001,5.094195447,14114.974769999999
1765,2008,YR2008,Bulgaria,BGR,33.6,4.222380161,6.085627607,17717.12183
1773,2008,YR2008,Central African Republic,CAF,56.2,1.290009975,2.054130962,1085.440256
1778,2008,YR2008,Colombia,COL,55.3,3.938780069,3.2834461860000004,11393.202229999999
1782,2008,YR2008,Costa Rica,CRI,48.6,4.886970043,4.738174878,16527.43608
1783,2008,YR2008,Cote d'Ivoire,CIV,43.2,4.341259956,2.542841476,3639.893481
1787,2008,YR2008,Cyprus,CYP,31.7,6.722760201,3.6468119910000003,40484.614910000004
1788,2008,YR2008,Czech Republic,CZE,26.3,3.727190018,2.686411951,34580.44335
1789,2008,YR2008,Denmark,DNK,25.2,7.476049900000001,-0.512016745,52982.53174
1794,2008,YR2008,"Egypt, Arab Rep.",EGY,31.1,3.7608299260000004,7.156283564,9763.504449
1795,2008,YR2008,El Salvador,SLV,46.9,4.458109856,2.570846686,7392.846522
1798,2008,YR2008,Estonia,EST,31.9,5.4773797989999995,-5.132000958,29621.76453
1802,2008,YR2008,Fiji,FJI,40.4,4.25357008,1.03279422,10566.92605
1803,2008,YR2008,Finland,FIN,27.8,5.83010006,0.7839950609999999,48817.98949
1808,2008,YR2008,Georgia,GEO,38.5,2.9195499419999997,2.418571659,9358.614590000001
1809,2008,YR2008,Germany,DEU,31.1,4.435949802,0.959879134,47643.22274
1823,2008,YR2008,Hungary,HUN,27.5,4.973589897,1.05828925,25792.70252
1824,2008,YR2008,Iceland,ISL,31.8,7.036019802,2.209496419,52999.43754
1826,2008,YR2008,Indonesia,IDN,35.2,2.9019000530000003,6.0137035999999995,7657.594719
1829,2008,YR2008,Ireland,IRL,30.9,5.448490143,-4.486599313999999,55712.500720000004
1832,2008,YR2008,Italy,ITA,33.8,4.387949944,-0.962012841,44623.60202
1836,2008,YR2008,Kazakhstan,KAZ,28.5,2.589459896,3.3,19770.21665
1843,2008,YR2008,Kyrgyz Republic,KGZ,31.5,5.913189888,8.40161606,4142.211454
1845,2008,YR2008,Latvia,LVA,37.2,5.381169796,-3.32730004,24711.10745
1851,2008,YR2008,Lithuania,LTU,35.7,4.839900017,2.614423033,26784.88003
1856,2008,YR2008,Malaysia,MYS,45.5,3.958519936,4.831769888999999,20103.50414
1859,2008,YR2008,Malta,MLT,29.0,5.501210212999999,3.8263594160000003,31893.35868
1863,2008,YR2008,Mexico,MEX,49.9,4.82006979,1.143584587,18396.81092
1865,2008,YR2008,Moldova,MDA,34.7,8.237270355,7.800000145,8473.747922
1875,2008,YR2008,Netherlands,NLD,29.3,5.029049873,2.1703248509999997,53848.25223
1883,2008,YR2008,Norway,NOR,27.0,6.285220146,0.476379999,63570.36124
1887,2008,YR2008,Panama,PAN,52.7,3.50229001,9.855654852,20636.92745
1890,2008,YR2008,Peru,PER,47.5,2.867749929,9.126568301,9341.231027
1892,2008,YR2008,Poland,POL,33.5,5.042399883,4.1999622919999995,22444.90735
1893,2008,YR2008,Portugal,PRT,36.6,4.696090221,0.319247925,32307.91277
1896,2008,YR2008,Romania,ROU,36.4,4.097199917,9.307467171,22044.30668
1897,2008,YR2008,Russian Federation,RUS,41.6,4.1017498969999995,5.199969265,24887.85272
1899,2008,YR2008,Samoa,WSM,42.0,5.144209862,1.009087755,6371.309048
1909,2008,YR2008,Slovak Republic,SVK,26.0,3.5216500760000002,5.574886362000001,25451.15176
1910,2008,YR2008,Slovenia,SVN,23.7,5.109519958,3.509841517,36075.46697
1913,2008,YR2008,South Africa,ZAF,63.0,4.866000175,3.191046741,12628.200840000001
1915,2008,YR2008,Spain,ESP,34.2,4.528059959,0.887145182,39240.395189999996
1923,2008,YR2008,Sweden,SWE,28.1,6.344550132999999,-0.45055925700000005,47963.49375
1924,2008,YR2008,Switzerland,CHE,33.8,4.731929779,2.7555114360000004,66598.85937
1928,2008,YR2008,Thailand,THA,40.3,3.508500099,1.725698849,13620.532369999999
1939,2008,YR2008,Ukraine,UKR,26.6,6.436210155,2.304024911,13195.87684
1941,2008,YR2008,United Kingdom,GBR,34.1,4.905139923,-0.278780161,43670.414580000004
1947,2008,YR2008,Vietnam,VNM,35.6,4.886740208,5.661771207999999,4628.0296530000005
1960,2009,YR2009,Argentina,ARG,43.7,5.531050205,-5.918525076,21519.89362
1961,2009,YR2009,Armenia,ARM,28.0,3.840790033,-14.1,9052.383549
1964,2009,YR2009,Austria,AUT,31.5,5.730249882000001,-3.7645781780000003,50957.606380000005
1970,2009,YR2009,Belarus,BLR,27.7,4.368939877,0.19999531,16010.43996
1971,2009,YR2009,Belgium,BEL,28.6,6.458099842,-2.0207430619999998,47063.87906
1978,2009,YR2009,Botswana,BWA,60.5,9.632920265,-7.652310203,13235.956329999999
1979,2009,YR2009,Brazil,BRA,53.7,5.463550091,-0.125811999,13962.258880000001
1982,2009,YR2009,Bulgaria,BGR,33.8,4.274290085,-3.3748383289999997,17229.84948
1993,2009,YR2009,Chile,CHL,47.0,4.230649948,-1.5642394430000002,20298.25092
1995,2009,YR2009,Colombia,COL,54.3,4.776519775,1.139648645,11395.56214
1999,2009,YR2009,Costa Rica,CRI,50.6,6.010300159,-0.873455943,16174.27686
2001,2009,YR2009,Croatia,HRV,32.6,4.3917799,-7.323537319,24548.79184
2004,2009,YR2009,Cyprus,CYP,32.1,7.205450057999999,-2.0152623590000003,38618.00937
2005,2009,YR2009,Czech Republic,CZE,26.2,4.14605999,-4.657331092,32782.61235
2006,2009,YR2009,Denmark,DNK,26.7,8.448880196000001,-4.90654773,50114.05005
2010,2009,YR2009,Ecuador,ECU,48.5,4.342420101,0.566491592,10148.86595
2012,2009,YR2009,El Salvador,SLV,45.8,4.659500122,-2.086120492,7208.1633090000005
2015,2009,YR2009,Estonia,EST,31.4,5.926519871,-14.62905503,25337.17524
2016,2009,YR2009,Eswatini,SWZ,51.5,6.471350192999999,1.5650488519999999,7236.734699
2020,2009,YR2009,Finland,FIN,27.5,6.459559917000001,-8.074447432000001,44662.100139999995
2025,2009,YR2009,Georgia,GEO,38.2,3.222379923,-3.6505136310000004,9097.421248
2026,2009,YR2009,Germany,DEU,30.5,4.909510136000001,-5.693836336,45044.48639
2040,2009,YR2009,Hungary,HUN,27.0,4.958040237,-6.699554137000001,24102.01369
2041,2009,YR2009,Iceland,ISL,28.7,7.189849853999999,-7.66380956,48770.950339999996
2042,2009,YR2009,India,IND,35.4,3.278249979,7.861888832999999,3956.3590159999994
2043,2009,YR2009,Indonesia,IDN,35.1,3.525130033,4.628871183,7906.261955
2044,2009,YR2009,"Iran, Islamic Rep.",IRN,42.1,3.8424499030000003,1.007385458,13199.01869
2046,2009,YR2009,Ireland,IRL,32.7,6.1464600560000004,-5.100471121,52336.62818
2049,2009,YR2009,Italy,ITA,33.8,4.523719788,-5.280937208,42074.92125
2053,2009,YR2009,Kazakhstan,KAZ,28.2,3.060719967,1.199999999,19614.73532
2060,2009,YR2009,Kyrgyz Republic,KGZ,29.9,6.232679844,2.886294575,4210.626346999999
2062,2009,YR2009,Latvia,LVA,36.0,5.542300224,-14.25971859,21540.08556
2068,2009,YR2009,Lithuania,LTU,37.2,5.585239887,-14.83860837,23065.06196
2074,2009,YR2009,Maldives,MDV,38.4,5.081689835,-7.228841465,15732.16971
2075,2009,YR2009,Mali,MLI,33.0,3.8690400119999997,4.806322267,2041.330218
2076,2009,YR2009,Malta,MLT,30.2,5.070390224,-1.133873468,31294.90231
2082,2009,YR2009,Moldova,MDA,32.9,9.509759902999999,-6.000000289,7975.384145
2092,2009,YR2009,Netherlands,NLD,27.9,5.43156004,-3.6668839369999997,51607.60573
2100,2009,YR2009,Norway,NOR,26.2,7.10337019,-1.727020309,61689.57772
2107,2009,YR2009,Peru,PER,47.0,3.1399400230000003,1.0958236590000001,9368.045463
2108,2009,YR2009,Philippines,PHL,46.3,2.537770033,1.4483230630000001,5606.590677
2109,2009,YR2009,Poland,POL,33.4,4.989769936,2.8321845889999997,23064.9537
2110,2009,YR2009,Portugal,PRT,34.9,5.563149929,-3.12207942,31269.410460000003
2113,2009,YR2009,Romania,ROU,35.6,4.002130032,-5.5173944079999995,21002.27614
2126,2009,YR2009,Slovak Republic,SVK,27.2,4.006410122,-5.455533231,24030.61182
2127,2009,YR2009,Slovenia,SVN,24.8,5.554969787999999,-7.5484377910000005,33052.22754
2132,2009,YR2009,Spain,ESP,34.9,4.912000179,-3.763231927,37430.6785
2133,2009,YR2009,Sri Lanka,LKA,36.1,2.055900097,3.5389120530000002,8507.592916
2138,2009,YR2009,Sudan,SDN,35.4,2.218679905,3.2418475719999997,3064.398943
2140,2009,YR2009,Sweden,SWE,27.3,6.749710082999999,-4.339790575,45492.768169999996
2141,2009,YR2009,Switzerland,CHE,32.9,4.89041996,-2.07963322,64404.079860000005
2143,2009,YR2009,Tajikistan,TJK,30.8,4.098309994,3.9000011480000003,2293.712708
2145,2009,YR2009,Thailand,THA,39.6,3.861939907,-0.690618232,13458.52671
2156,2009,YR2009,Ukraine,UKR,25.3,7.318019867,-14.75856217,11298.390959999999
2158,2009,YR2009,United Kingdom,GBR,34.3,5.076459885,-4.113949331000001,41558.30083
2177,2010,YR2010,Argentina,ARG,43.6,5.019710064,10.12539816,23521.27018
2178,2010,YR2010,Armenia,ARM,30.0,3.249000072,2.2,9286.197327
2180,2010,YR2010,Australia,AUS,34.7,5.550059795,2.067417128,44991.78371
2181,2010,YR2010,Austria,AUT,30.3,5.700479983999999,1.837093677,51769.145560000004
2187,2010,YR2010,Belarus,BLR,28.6,5.220039845,7.798266823,17288.40435
2188,2010,YR2010,Belgium,BEL,28.4,6.442590237,2.8642927080000002,47971.63031
2199,2010,YR2010,Bulgaria,BGR,35.7,3.8809599880000003,0.55944649,17440.67188
2205,2010,YR2010,Canada,CAN,33.6,5.3563699719999995,3.08949462,44861.523960000006
2211,2010,YR2010,China,CHN,43.7,3.7546401019999998,10.63587106,8884.588031000001
2212,2010,YR2010,Colombia,COL,54.6,4.83382988,4.494658971000001,11783.29991
2216,2010,YR2010,Costa Rica,CRI,48.2,6.565740108,5.360343526,16830.43618
2218,2010,YR2010,Croatia,HRV,32.4,4.234220028,-1.31656298,24280.60269
2221,2010,YR2010,Cyprus,CYP,31.5,6.54279995,2.014695707,38379.0904
2222,2010,YR2010,Czech Republic,CZE,26.6,4.033500195,2.434902159,33483.13759
2223,2010,YR2010,Denmark,DNK,27.2,8.559550285,1.8709911469999998,50825.41229
2226,2010,YR2010,Dominican Republic,DOM,47.3,1.900460005,8.33965106,12782.45717
2227,2010,YR2010,Ecuador,ECU,48.8,4.5074300769999995,3.5252986689999997,10340.9703
2228,2010,YR2010,"Egypt, Arab Rep.",EGY,30.2,3.5426499839999996,5.147234859,10340.07323
2229,2010,YR2010,El Salvador,SLV,43.5,4.048079967,2.105085752,7328.71991
2232,2010,YR2010,Estonia,EST,32.0,5.472499847000001,2.444265118,26015.74635
2234,2010,YR2010,Ethiopia,ETH,33.2,4.496590137,12.55053835,1259.022581
2237,2010,YR2010,Finland,FIN,27.7,6.504449844,3.185958654,45874.6613
2241,2010,YR2010,"Gambia, The",GMB,43.6,2.563220024,5.90833581,2346.720479
2242,2010,YR2010,Georgia,GEO,39.5,2.803649902,6.249487768,9736.732093999999
2243,2010,YR2010,Germany,DEU,30.2,4.94367981,4.179882499,46999.23997
2252,2010,YR2010,Guinea-Bissau,GNB,50.7,1.860820055,4.6109709,1747.237485
2255,2010,YR2010,Honduras,HND,53.1,6.8000001910000005,3.731140344,4866.973931
2257,2010,YR2010,Hungary,HUN,29.4,4.733019829,1.12217825,24427.62873
2258,2010,YR2010,Iceland,ISL,26.2,6.9442400929999994,-2.832774915,47457.62292
2260,2010,YR2010,Indonesia,IDN,36.4,2.81227994,6.223854181,8286.73287
2263,2010,YR2010,Ireland,IRL,32.3,6.040140152,1.7550807430000002,52965.78825
2265,2010,YR2010,Israel,ISR,42.5,5.535250187000001,5.58024614,34800.24747
2266,2010,YR2010,Italy,ITA,34.7,4.334119797,1.7132958390000002,42664.35527
2269,2010,YR2010,Jordan,JOR,33.7,3.099999905,2.314834221,11315.5027
2270,2010,YR2010,Kazakhstan,KAZ,28.0,3.4622600080000003,7.3,20751.25724
2277,2010,YR2010,Kyrgyz Republic,KGZ,30.1,5.8188300129999995,-0.47156660100000003,4141.077206
2279,2010,YR2010,Latvia,LVA,35.0,5.057059765,-4.406823636,21023.90133
2285,2010,YR2010,Lithuania,LTU,33.6,5.2978601460000005,1.6512406530000001,23942.76036
2288,2010,YR2010,Madagascar,MDG,42.4,2.75,0.619229746,1553.404722
2289,2010,YR2010,Malawi,MWI,45.5,3.539799929,6.874065635,1350.59917
2293,2010,YR2010,Malta,MLT,29.0,6.250040053999999,5.543639385,32867.94003
2297,2010,YR2010,Mexico,MEX,47.2,5.159220219,5.118118143,17790.011919999997
2299,2010,YR2010,Moldova,MDA,32.1,7.592299937999999,7.1000000839999995,8550.170639
2301,2010,YR2010,Mongolia,MNG,33.1,4.645100117,6.365161685,7479.7809019999995
2308,2010,YR2010,Nepal,NPL,32.8,3.631720066,4.81641465,2703.414917
2309,2010,YR2010,Netherlands,NLD,27.8,5.489089966,1.342739336,52032.9865
2317,2010,YR2010,Norway,NOR,25.7,6.746339797999999,0.701833824,61353.49639
2319,2010,YR2010,Pakistan,PAK,29.8,2.286870003,1.606688629,3906.873971
2323,2010,YR2010,Paraguay,PRY,51.0,2.770720005,11.09523127,10415.65644
2324,2010,YR2010,Peru,PER,45.5,2.867300034,8.332459107,10066.46757
2326,2010,YR2010,Poland,POL,33.2,5.063020229,3.7405177789999997,23996.13978
2327,2010,YR2010,Portugal,PRT,35.8,5.412489891,1.7376254759999998,31798.153810000003
2330,2010,YR2010,Romania,ROU,35.5,3.493609905,-3.90123628,20303.1628
2332,2010,YR2010,Rwanda,RWA,47.2,4.633840084,7.334656108,1507.16501
2335,2010,YR2010,Sao Tome and Principe,STP,30.8,9.651470183999999,6.671983657,3357.470193
2343,2010,YR2010,Slovak Republic,SVK,27.3,4.078979969,5.871256109,25417.81236
2344,2010,YR2010,Slovenia,SVN,24.9,5.545460224,1.343748472,33350.61359
2347,2010,YR2010,South Africa,ZAF,63.4,5.721739769,3.039730814,12452.337529999999
2349,2010,YR2010,Spain,ESP,35.2,4.856080055,0.163010231,37319.47622
2357,2010,YR2010,Sweden,SWE,27.7,6.522689819,5.952107008,47791.37152
2358,2010,YR2010,Switzerland,CHE,32.6,4.765629768,3.2681016560000002,65819.73725
2362,2010,YR2010,Thailand,THA,39.4,3.508440018,7.513390533,14399.04451
2367,2010,YR2010,Tunisia,TUN,35.8,6.2548098560000005,3.511164066,10113.37035
2373,2010,YR2010,Ukraine,UKR,24.8,7.397079945,3.834392505,11778.3137
2375,2010,YR2010,United Kingdom,GBR,34.4,5.699749947000001,2.074050953,42089.01364
2381,2010,YR2010,Vietnam,VNM,39.3,5.137219906,6.423238217000001,5089.411016
2383,2010,YR2010,West Bank and Gaza,PSE,35.3,6.191679955,5.777362056,5411.066482
2385,2010,YR2010,Zambia,ZMB,55.6,3.700000048,10.29822332,3125.528849
2394,2011,YR2011,Argentina,ARG,42.6,5.290629864,6.003951692999999,24647.629269999998
2395,2011,YR2011,Armenia,ARM,29.4,3.143850088,4.699999999,9725.27823
2398,2011,YR2011,Austria,AUT,30.8,5.592269897,2.9227972839999996,53102.95084
2404,2011,YR2011,Belarus,BLR,27.2,4.684790134,5.37870745,18251.78094
2405,2011,YR2011,Belgium,BEL,28.1,6.4319901470000005,1.6945138990000002,48153.93909
2407,2011,YR2011,Benin,BEN,43.4,4.397880077,2.9637529189999996,2707.8697
2413,2011,YR2011,Brazil,BRA,52.9,5.737410069,3.9744254060000004,15323.331730000002
2416,2011,YR2011,Bulgaria,BGR,34.3,3.5650300980000003,2.354556923,17966.158059999998
2425,2011,YR2011,Chad,TCD,43.3,2.2579,0.082869798,1676.769458
2427,2011,YR2011,Chile,CHL,46.0,4.0451898569999996,6.110918829,22337.86056
2428,2011,YR2011,China,CHN,42.4,3.52196002,9.550832179,9686.61529
2429,2011,YR2011,Colombia,COL,53.5,4.4660801889999995,6.947891982000001,12480.54655
2433,2011,YR2011,Costa Rica,CRI,48.7,6.379889965,4.40315924,17360.20159
2435,2011,YR2011,Croatia,HRV,32.3,4.137949944,-0.19836926300000002,24316.24798
2438,2011,YR2011,Cyprus,CYP,32.6,6.538539886000001,0.401437941,37562.44914
2439,2011,YR2011,Czech Republic,CZE,26.4,4.242090225,1.7603596240000001,34002.18978
2440,2011,YR2011,Denmark,DNK,27.3,8.48486042,1.336777767,51293.20618
2443,2011,YR2011,Dominican Republic,DOM,47.7,1.900239944,3.1334230030000003,13024.328520000001
2444,2011,YR2011,Ecuador,ECU,45.9,4.726890087,7.868140919,10984.28377
2446,2011,YR2011,El Salvador,SLV,42.3,3.89854002,3.8153561380000003,7575.6397400000005
2449,2011,YR2011,Estonia,EST,32.5,4.969210148,7.263084581,27990.136410000003
2454,2011,YR2011,Finland,FIN,27.6,6.445049762999999,2.547664838,46825.82484
2459,2011,YR2011,Georgia,GEO,39.6,2.576139927,7.399999867000001,10541.4719
2460,2011,YR2011,Germany,DEU,30.5,4.82487011,3.925192705,49757.92416
2472,2011,YR2011,Honduras,HND,52.6,6.099999905,3.8356906619999998,4956.402852
2474,2011,YR2011,Hungary,HUN,29.2,4.569059848999999,1.937107794,24971.47736
2475,2011,YR2011,Iceland,ISL,26.8,6.789979935,1.8457791559999999,48186.16729
2476,2011,YR2011,India,IND,35.7,3.79618001,5.241315001,4399.88824
2477,2011,YR2011,Indonesia,IDN,39.7,3.189440012,6.169784207999999,8680.213342000001
2480,2011,YR2011,Ireland,IRL,32.9,5.854020118999999,1.068526654,53298.81288
2483,2011,YR2011,Italy,ITA,35.1,4.1156802180000005,0.7073333470000001,42892.30556
2487,2011,YR2011,Kazakhstan,KAZ,28.0,3.493520021,7.400000001,21970.083919999997
2494,2011,YR2011,Kyrgyz Republic,KGZ,27.8,6.79061985,5.956274308999999,4334.6607890000005
2496,2011,YR2011,Latvia,LVA,35.8,4.910699844,6.46884995,22795.19771
2497,2011,YR2011,Lebanon,LBN,31.8,1.652519941,0.867339877,18727.01294
2502,2011,YR2011,Lithuania,LTU,32.5,5.113430023,6.03900816,25968.58342
2507,2011,YR2011,Malaysia,MYS,43.9,5.76293993,5.2939128339999995,21289.257540000002
2510,2011,YR2011,Malta,MLT,29.1,7.6961297989999995,0.467050856,32881.83384
2516,2011,YR2011,Moldova,MDA,30.6,7.136380196,5.818166405,9052.866543
2518,2011,YR2011,Mongolia,MNG,33.9,4.60902977,17.29077758,8613.313624
2526,2011,YR2011,Netherlands,NLD,27.8,5.463039875,1.551189312,52594.22901
2530,2011,YR2011,Niger,NER,31.5,3.0776200289999998,2.357756936,1020.996816
2534,2011,YR2011,Norway,NOR,25.3,6.4545202260000005,0.981434479,61157.148929999996
2536,2011,YR2011,Pakistan,PAK,30.9,2.221750021,2.748405917,3928.5199270000003
2538,2011,YR2011,Panama,PAN,51.3,3.159009933,11.31373175,23349.15681
2541,2011,YR2011,Peru,PER,44.7,2.663500071,6.3271924020000005,10616.8437
2543,2011,YR2011,Poland,POL,33.2,4.824969769,4.7576380039999995,25124.27636
2544,2011,YR2011,Portugal,PRT,36.3,5.123330116,-1.696164781,31304.81553
2547,2011,YR2011,Romania,ROU,35.9,3.0613698960000004,1.9060677069999998,20792.1734
2554,2011,YR2011,Senegal,SEN,40.3,4.903029919,1.33409108,2757.079405
2557,2011,YR2011,Sierra Leone,SLE,34.0,2.668900013,6.315045036,1469.033451
2560,2011,YR2011,Slovak Republic,SVK,26.5,3.924669981,2.8472181780000003,26107.828709999998
2561,2011,YR2011,Slovenia,SVN,24.9,5.5412597660000005,0.861327733,33568.06735
2566,2011,YR2011,Spain,ESP,35.7,4.896920204,-0.814373455,36884.25924
2574,2011,YR2011,Sweden,SWE,27.6,6.366919994,3.195333235,48947.43931
2575,2011,YR2011,Switzerland,CHE,31.7,4.815269947,1.920445985,66342.01082000001
2578,2011,YR2011,Tanzania,TZA,37.8,3.558290005,7.672155435,2098.276605
2579,2011,YR2011,Thailand,THA,37.5,4.805550098,0.840132083,14450.478830000002
2581,2011,YR2011,Togo,TGO,46.0,4.309299946,6.398199052000001,1683.856263
2590,2011,YR2011,Ukraine,UKR,24.6,6.162370205,5.465501846,12466.80779
2592,2011,YR2011,United Kingdom,GBR,33.2,5.580949782999999,1.2757084109999999,42294.120460000006
2594,2011,YR2011,Uruguay,URY,42.2,4.3552699089999996,5.162133029,20231.57316
2600,2011,YR2011,West Bank and Gaza,PSE,34.4,5.335279942,9.600808489,5782.689593
2611,2012,YR2012,Argentina,ARG,41.3,5.345829964,-1.0264204540000001,24118.86752
2612,2012,YR2012,Armenia,ARM,29.6,2.7724800110000003,7.200000001,10397.65466
2615,2012,YR2012,Austria,AUT,30.5,5.480400085,0.6804455770000001,53221.07866
2621,2012,YR2012,Belarus,BLR,26.5,4.959640026000001,1.687135536,18576.72868
2630,2012,YR2012,Brazil,BRA,53.5,5.855100155,1.921150318,15478.78929
2633,2012,YR2012,Bulgaria,BGR,36.0,3.4935901169999997,0.35658698299999997,18134.96084
2645,2012,YR2012,China,CHN,42.2,4.077429771,7.863736449,10397.56142
2646,2012,YR2012,Colombia,COL,52.6,4.370389938,3.912635767,12852.6257
2650,2012,YR2012,Costa Rica,CRI,48.6,6.582399845,4.882592369,17994.53623
2656,2012,YR2012,Czech Republic,CZE,26.1,4.220709801,-0.785004299,33688.09983
2657,2012,YR2012,Denmark,DNK,27.8,7.237820148,0.226499792,51216.30941
2660,2012,YR2012,Dominican Republic,DOM,46.1,2.49751997,2.717367897,13219.69413
2661,2012,YR2012,Ecuador,ECU,46.1,4.643070221,5.641962067000001,11431.37562
2662,2012,YR2012,"Egypt, Arab Rep.",EGY,28.3,3.3682999610000004,2.226199797,10301.10781
2663,2012,YR2012,El Salvador,SLV,41.8,3.712440014,2.814342809,7754.687992
2666,2012,YR2012,Estonia,EST,32.9,4.6826901439999995,3.2282004939999998,28997.32288
2671,2012,YR2012,Finland,FIN,27.1,7.148039817999999,-1.397545728,45952.246380000004
2676,2012,YR2012,Georgia,GEO,39.0,1.906100035,6.3690083060000005,11295.75409
2677,2012,YR2012,Germany,DEU,30.9,4.956580162,0.418497594,49872.44749
2678,2012,YR2012,Ghana,GHA,42.4,7.919139862000001,9.292789405,4431.023735
2685,2012,YR2012,Guinea,GIN,33.7,1.833709955,5.915288884,2002.321687
2691,2012,YR2012,Hungary,HUN,30.8,4.153429985,-1.3806233280000002,24754.22591
2692,2012,YR2012,Iceland,ISL,26.8,7.5822300910000004,1.063636607,48440.25508
2694,2012,YR2012,Indonesia,IDN,39.7,3.407480001,6.030050652999999,9080.066112999999
2697,2012,YR2012,Ireland,IRL,33.2,5.766119957000001,-0.052354785,53045.65382
2699,2012,YR2012,Israel,ISR,41.3,5.699969769,2.430918053,35942.71484
2700,2012,YR2012,Italy,ITA,35.2,4.056019783,-2.980905768,41501.71123
2704,2012,YR2012,Kazakhstan,KAZ,28.2,3.9016900060000004,4.8,22702.578840000002
2711,2012,YR2012,Kyrgyz Republic,KGZ,27.4,7.384230137,-0.088150201,4259.318204
2712,2012,YR2012,Lao PDR,LAO,36.0,1.821470022,8.026098434,5489.040283
2713,2012,YR2012,Latvia,LVA,35.2,6.546720027999999,4.251723048000001,24060.98577
2719,2012,YR2012,Lithuania,LTU,35.1,4.758029938,3.8438647489999997,27330.89595
2720,2012,YR2012,Luxembourg,LUX,34.3,4.090410233,-0.352520089,105075.9611
2722,2012,YR2012,Madagascar,MDG,42.6,2.340670109,3.011146408,1538.516397
2727,2012,YR2012,Malta,MLT,29.4,6.345459937999999,4.117707299,33929.33992
2730,2012,YR2012,Mauritius,MUS,38.5,3.418200016,3.496118338,18014.99115
2731,2012,YR2012,Mexico,MEX,48.7,5.103099823,3.642322679,18594.89447
2733,2012,YR2012,Moldova,MDA,29.2,6.9833898539999995,-0.589734126,9000.658925
2735,2012,YR2012,Mongolia,MNG,33.8,5.19520998,12.31981985,9488.342966
2743,2012,YR2012,Netherlands,NLD,27.6,5.410220146,-1.030353991,51860.05599
2751,2012,YR2012,Norway,NOR,25.7,7.374700069,2.7031094710000003,61990.71162
2758,2012,YR2012,Peru,PER,44.4,2.92276001,6.139724706,11176.086720000001
2760,2012,YR2012,Poland,POL,33.0,4.829549789,1.324890828,25457.206459999998
2761,2012,YR2012,Portugal,PRT,36.0,4.949409962,-4.057293608,30156.70158
2764,2012,YR2012,Romania,ROU,36.5,2.963799953,2.040665131,21311.13363
2765,2012,YR2012,Russian Federation,RUS,40.7,3.7931001189999995,4.024086157,25933.29266
2772,2012,YR2012,Serbia,SRB,39.9,4.164209843,-0.6815423690000001,14894.195930000002
2777,2012,YR2012,Slovak Republic,SVK,26.1,3.862869978,1.896742271,26557.791380000002
2778,2012,YR2012,Slovenia,SVN,25.6,5.620230198,-2.6394387569999997,32613.490530000003
2779,2012,YR2012,Solomon Islands,SLB,37.1,8.087030411,1.8604651159999999,2530.758932
2783,2012,YR2012,Spain,ESP,35.4,4.469339848,-2.9594413019999997,35769.46003
