,xStraight,yStraight
0,1.28689480839373,-214.38431255670196
1,1.3212366899922208,-211.0410864912252
2,1.3555785715907114,-207.69786042574847
3,1.3899204531892022,-204.35463436027172
4,1.424262334787693,-201.01140829479493
5,1.4586042163861839,-197.66818222931818
6,1.4929460979846745,-194.32495616384145
7,1.5272879795831653,-190.9817300983647
8,1.5616298611816561,-187.63850403288794
9,1.5959717427801468,-184.29527796741118
10,1.6303136243786376,-180.95205190193442
11,1.6646555059771284,-177.60882583645767
12,1.698997387575619,-174.26559977098094
13,1.7333392691741099,-170.92237370550416
14,1.7676811507726007,-167.5791476400274
15,1.8020230323710913,-164.23592157455067
16,1.8363649139695821,-160.89269550907392
17,1.870706795568073,-157.54946944359716
18,1.9050486771665636,-154.2062433781204
19,1.9393905587650544,-150.86301731264365
20,1.9737324403635452,-147.5197912471669
21,2.008074321962036,-144.17656518169017
22,2.042416203560527,-140.83333911621338
23,2.0767580851590175,-137.49011305073662
24,2.111099966757508,-134.1468869852599
25,2.1454418483559987,-130.80366091978317
26,2.1797837299544898,-127.46043485430638
27,2.2141256115529804,-124.11720878882963
28,2.2484674931514714,-120.77398272335287
29,2.282809374749962,-117.43075665787612
30,2.3171512563484526,-114.08753059239939
31,2.3514931379469433,-110.74430452692263
32,2.3858350195454343,-107.40107846144588
33,2.4201769011439254,-104.05785239596909
34,2.454518782742416,-100.71462633049234
35,2.4888606643409066,-97.37140026501561
36,2.523202545939397,-94.02817419953888
37,2.557544427537888,-90.68494813406213
38,2.591886309136379,-87.34172206858534
39,2.62622819073487,-83.99849600310856
40,2.6605700723333605,-80.65526993763183
41,2.694911953931851,-77.31204387215507
42,2.7292538355303417,-73.96881780667837
43,2.763595717128833,-70.62559174120156
44,2.7979375987273234,-67.2823656757248
45,2.8322794803258144,-63.93913961024805
46,2.866621361924305,-60.59591354477129
47,2.9009632435227957,-57.25268747929459
48,2.9353051251212863,-53.90946141381784
49,2.9696470067197773,-50.56623534834108
50,3.003988888318268,-47.223009282864325
51,3.038330769916759,-43.87978321738751
52,3.0726726515152496,-40.53655715191081
53,3.10701453311374,-37.19333108643406
54,3.141356414712231,-33.8501050209573
55,3.175698296310722,-30.506878955480545
56,3.2100401779092125,-27.16365289000379
57,3.2443820595077035,-23.820426824527033
58,3.278723941106194,-20.477200759050277
59,3.3130658227046847,-17.13397469357352
60,3.347407704303176,-13.790748628096765
61,3.3817495859016664,-10.447522562620009
62,3.416091467500157,-7.104296497143309
63,3.450433349098648,-3.7610704316664965
64,3.4847752306971387,-0.4178443661897404
65,3.5191171122956293,2.925381699286959
66,3.5534589938941203,6.268607764763772
67,3.587800875492611,9.611833830240471
68,3.6221427570911016,12.955059895717227
69,3.6564846386895926,16.298285961193983
70,3.6908265202880832,19.64151202667074
71,3.725168401886574,22.984738092147495
72,3.759510283485065,26.32796415762425
73,3.7938521650835555,29.671190223101007
74,3.828194046682046,33.01441628857776
75,3.862535928280537,36.35764235405452
76,3.8968778098790278,39.700868419531275
77,3.9312196914775184,43.04409448500803
78,3.9655615730760094,46.38732055048479
79,3.9999034546745,49.73054661596154
80,4.034245336272991,53.0737726814383
81,4.068587217871482,56.416998746915056
82,4.102929099469972,59.760224812391755
83,4.137270981068463,63.10345087786851
84,4.171612862666954,66.44667694334532
85,4.205954744265444,69.78990300882202
86,4.240296625863936,73.13312907429884
87,4.274638507462426,76.47635513977554
88,4.308980389060917,79.81958120525229
89,4.343322270659408,83.1628072707291
90,4.377664152257898,86.50603333620575
91,4.41200603385639,89.84925940168262
92,4.44634791545488,93.19248546715932
93,4.480689797053371,96.53571153263607
94,4.515031678651861,99.87893759811283
95,4.549373560250352,103.22216366358953
96,4.5837154418488435,106.5653897290664
97,4.618057323447333,109.90861579454304
98,4.652399205045825,113.25184186001985
99,4.686741086644315,116.59506792549661
100,4.721082968242806,119.9382939909733
101,4.755424849841297,123.28152005645018
102,4.789766731439787,126.62474612192682
103,4.824108613038279,129.96797218740363
104,4.858450494636769,133.3111982528804
105,4.89279237623526,136.6544243183571
106,4.9271342578337505,139.99765038383384
107,4.961476139432241,143.3408764493106
108,4.995818021030733,146.6841025147874
109,5.030159902629222,150.02732858026405
110,5.064501784227714,153.37055464574087
111,5.098843665826204,156.71378071121762
112,5.133185547424695,160.05700677669438
113,5.1675274290231865,163.4002328421712
114,5.201869310621676,166.74345890764783
115,5.236211192220168,170.08668497312465
116,5.270553073818658,173.4299110386014
117,5.304894955417149,176.77313710407816
118,5.33923683701564,180.11636316955492
119,5.37357871861413,183.45958923503156
120,5.407920600212622,186.80281530050843
121,5.442262481811112,190.14604136598518
122,5.476604363409603,193.48926743146194
123,5.5109462450080935,196.8324934969387
124,5.545288126606584,200.17571956241534
125,5.579630008205075,203.5189456278921
126,5.613971889803566,206.86217169336896
127,5.648313771402057,210.20539775884572
128,5.682655653000547,213.54862382432248
129,5.716997534599038,216.89184988979912
130,5.751339416197529,220.23507595527587
131,5.78568129779602,223.57830202075274
132,5.820023179394511,226.9215280862295
133,5.854365060993001,230.26475415170626
134,5.888706942591492,233.6079802171829
135,5.923048824189983,236.95120628265965
136,5.957390705788473,240.2944323481364
137,5.991732587386965,243.63765841361328
138,6.026074468985455,246.98088447909004
139,6.060416350583946,250.32411054456668
140,6.0947582321824365,253.66733661004344
141,6.129100113780927,257.0105626755202
142,6.163441995379418,260.35378874099695
143,6.197783876977909,263.6970148064738
144,6.2321257585764,267.04024087195046
145,6.26646764017489,270.3834669374272
146,6.300809521773381,273.72669300290397
147,6.335151403371872,277.0699190683807
