country,year,value,category
Italy,2005,3.8,Spanish
Italy,2004,3.9,Spanish
Italy,2003,4.1,Spanish
Italy,2002,4.3,Spanish
Italy,2001,4.5,Spanish
Italy,2000,4.7,Spanish
Italy,1999,5,Spanish
Italy,1998,5.3,Spanish
Italy,1997,5.6,Spanish
Italy,1996,6,Spanish
Italy,1995,6.4,Spanish
Italy,1994,6.8,Spanish
Italy,1993,7.3,Spanish
Italy,1992,7.7,Spanish
Italy,1991,8,Spanish
Italy,1990,8.4,Spanish
Italy,1989,8.699999999999999,Spanish
Italy,1988,9,Spanish
Italy,1987,9.5,Spanish
Italy,1986,9.9,Spanish
Italy,1985,10.5,Spanish
Italy,1984,11.2,Spanish
Italy,1983,11.9,Spanish
Italy,1982,12.6,Spanish
Italy,1981,13.4,Spanish
Italy,1980,14.2,Spanish
Italy,1979,15.1,Spanish
Italy,1978,16.1,Spanish
Italy,1977,17.3,Spanish
Italy,1976,18.8,Spanish
Italy,1975,20.5,Spanish
Italy,1974,22.5,Spanish
Italy,1973,24.5,Spanish
Italy,1972,26.4,Spanish
Italy,1971,28.1,Spanish
Netherlands,2019,3.5,Spanish
Netherlands,2018,3.4,Spanish
Netherlands,2017,3.4,Spanish
Netherlands,2016,3.4,Spanish
Netherlands,2015,3.4,Spanish
Netherlands,2014,3.5,Spanish
Netherlands,2013,3.5,Spanish
Netherlands,2012,3.6,Spanish
Netherlands,2011,3.6,Spanish
Netherlands,2010,3.7,Spanish
Netherlands,2009,3.8,Spanish
Netherlands,2008,4,Spanish
Netherlands,2007,4.1,Spanish
Netherlands,2006,4.3,Spanish
Netherlands,2005,4.4,Spanish
Netherlands,2004,4.6,Spanish
Netherlands,2003,4.8,Spanish
Netherlands,2002,4.9,Spanish
Netherlands,2001,5,Spanish
Netherlands,2000,5.1,Spanish
Netherlands,1999,5.2,Spanish
Netherlands,1998,5.3,Spanish
Netherlands,1997,5.4,Spanish
Netherlands,1996,5.5,Spanish
Netherlands,1995,5.7,Spanish
Netherlands,1994,5.9,Spanish
Netherlands,1993,6.1,Spanish
Netherlands,1992,6.3,Spanish
Netherlands,1991,6.6,Spanish
Netherlands,1990,6.8,Spanish
Netherlands,1989,7,Spanish
Netherlands,1988,7.2,Spanish
Netherlands,1987,7.5,Spanish
Netherlands,1986,7.7,Spanish
Netherlands,1985,7.9,Spanish
Netherlands,1984,8,Spanish
Netherlands,1983,8.199999999999999,Spanish
Netherlands,1982,8.4,Spanish
Netherlands,1981,8.5,Spanish
Netherlands,1980,8.800000000000001,Spanish
Netherlands,1979,9,Spanish
Netherlands,1978,9.300000000000001,Spanish
Netherlands,1977,9.699999999999999,Spanish
Netherlands,1976,10.1,Spanish
Netherlands,1975,10.5,Spanish
Netherlands,1974,10.9,Spanish
Netherlands,1973,11.3,Spanish
Netherlands,1972,11.7,Spanish
Netherlands,1971,12.2,Spanish
Mexico,2019,12.2,Spanish
Mexico,2018,12.6,Spanish
Mexico,2017,13,Spanish
Mexico,2016,13.5,Spanish
Mexico,2015,13.9,Spanish
Mexico,2014,14.4,Spanish
Mexico,2013,14.9,Spanish
Mexico,2012,15.3,Spanish
Mexico,2011,15.9,Spanish
Mexico,2010,16.4,Spanish
Mexico,2009,16.9,Spanish
Mexico,2008,17.5,Spanish
Mexico,2007,18.1,Spanish
Mexico,2006,18.7,Spanish
Mexico,2005,19.4,Spanish
Mexico,2004,20.1,Spanish
Mexico,2003,20.9,Spanish
Mexico,2002,21.8,Spanish
Mexico,2001,22.7,Spanish
Mexico,2000,23.6,Spanish
Mexico,1999,24.7,Spanish
Mexico,1998,25.8,Spanish
Mexico,1997,26.9,Spanish
Mexico,1996,28.1,Spanish
Mexico,1995,29.3,Spanish
Mexico,1994,30.6,Spanish
Mexico,1993,31.9,Spanish
Mexico,1992,33.3,Spanish
Mexico,1991,34.7,Spanish
Mexico,1990,36.2,Spanish
Mexico,1989,37.7,Spanish
Mexico,1988,39.3,Spanish
Mexico,1987,40.9,Spanish
Mexico,1986,42.6,Spanish
Mexico,1985,44.4,Spanish
Mexico,1984,46.1,Spanish
Mexico,1983,48,Spanish
Mexico,1982,50,Spanish
Mexico,1981,52,Spanish
Mexico,1980,54,Spanish
Mexico,1979,56.1,Spanish
Mexico,1978,58.2,Spanish
Mexico,1977,60.2,Spanish
Mexico,1976,62.4,Spanish
Mexico,1975,64.59999999999999,Spanish
Mexico,1974,66.8,Spanish
Mexico,1973,69,Spanish
Mexico,1972,71.3,Spanish
Mexico,1971,73.8,Spanish
Peru,2019,10.3,Spanish
Peru,2018,10.7,Spanish
Peru,2017,11.1,Spanish
Peru,2016,11.6,Spanish
Peru,2015,12.2,Spanish
Peru,2014,12.7,Spanish
Peru,2013,13.3,Spanish
Peru,2012,14,Spanish
Peru,2011,14.7,Spanish
Peru,2010,15.5,Spanish
Peru,2009,16.3,Spanish
Peru,2008,17.3,Spanish
Peru,2007,18.3,Spanish
Peru,2006,19.5,Spanish
Peru,2005,20.8,Spanish
Peru,2004,22.2,Spanish
Peru,2003,23.7,Spanish
Peru,2002,25.5,Spanish
Peru,2001,27.4,Spanish
Peru,2000,29.5,Spanish
Peru,1999,31.9,Spanish
Peru,1998,34.4,Spanish
Peru,1997,37.1,Spanish
Peru,1996,39.9,Spanish
Peru,1995,42.8,Spanish
Peru,1994,45.7,Spanish
Peru,1993,48.6,Spanish
Peru,1992,51.4,Spanish
Peru,1991,54.1,Spanish
Peru,1990,56.7,Spanish
Peru,1989,59.4,Spanish
Peru,1988,62.1,Spanish
Peru,1987,65,Spanish
Peru,1986,68.09999999999999,Spanish
Peru,1985,71.3,Spanish
Peru,1984,74.2,Spanish
Peru,1983,76.90000000000001,Spanish
Peru,1982,79.3,Spanish
Peru,1981,81.40000000000001,Spanish
Peru,1980,83.09999999999999,Spanish
Peru,1979,84.7,Spanish
Peru,1978,86.3,Spanish
Peru,1977,88,Spanish
Peru,1976,89.8,Spanish
Peru,1975,91.90000000000001,Spanish
Peru,1974,94.3,Spanish
Peru,1973,96.8,Spanish
Peru,1972,99.3,Spanish
Peru,1971,101.9,Spanish
Morocco,2019,18.3,Spanish
Morocco,2018,19.1,Spanish
Morocco,2017,19.9,Spanish
Morocco,2016,20.7,Spanish
Morocco,2015,21.7,Spanish
Morocco,2014,22.7,Spanish
Morocco,2013,23.8,Spanish
Morocco,2012,24.9,Spanish
Morocco,2011,26.1,Spanish
Morocco,2010,27.3,Spanish
Morocco,2009,28.5,Spanish
Morocco,2008,29.8,Spanish
Morocco,2007,31.1,Spanish
Morocco,2006,32.4,Spanish
Morocco,2005,33.9,Spanish
Morocco,2004,35.3,Spanish
Morocco,2003,36.8,Spanish
Morocco,2002,38.4,Spanish
Morocco,2001,40,Spanish
Morocco,2000,41.7,Spanish
Morocco,1999,43.5,Spanish
Morocco,1998,45.3,Spanish
Morocco,1997,47.2,Spanish
Morocco,1996,49.2,Spanish
Morocco,1995,51.3,Spanish
Morocco,1994,53.5,Spanish
Morocco,1993,55.6,Spanish
Morocco,1992,57.9,Spanish
Morocco,1991,60.1,Spanish
Morocco,1990,62.5,Spanish
Morocco,1989,64.90000000000001,Spanish
Morocco,1988,67.59999999999999,Spanish
Morocco,1987,70.40000000000001,Spanish
Morocco,1986,73.40000000000001,Spanish
Morocco,1985,76.5,Spanish
Morocco,1984,79.8,Spanish
Morocco,1983,83.2,Spanish
Morocco,1982,86.5,Spanish
Morocco,1981,89.90000000000001,Spanish
Morocco,1980,93.3,Spanish
Morocco,1979,96.59999999999999,Spanish
Morocco,1978,100,Spanish
Morocco,1977,103.3,Spanish
Morocco,1976,106.3,Spanish
Morocco,1975,109.2,Spanish
Morocco,1974,111.7,Spanish
Morocco,1973,114,Spanish
Morocco,1972,116.1,Spanish
Morocco,1971,118.2,Spanish
Argentina,2019,8.199999999999999,Spanish
Argentina,2018,8.699999999999999,Spanish
Argentina,2017,9.199999999999999,Spanish
Argentina,2016,9.699999999999999,Spanish
Argentina,2015,10.2,Spanish
Argentina,2014,10.8,Spanish
Argentina,2013,11.3,Spanish
Argentina,2012,11.9,Spanish
Argentina,2011,12.4,Spanish
Argentina,2010,12.9,Spanish
Argentina,2009,13.3,Spanish
Argentina,2008,13.7,Spanish
Argentina,2007,14,Spanish
Argentina,2006,14.4,Spanish
Argentina,2005,14.8,Spanish
Argentina,2004,15.3,Spanish
Argentina,2003,15.8,Spanish
Argentina,2002,16.4,Spanish
Argentina,2001,16.9,Spanish
Argentina,2000,17.5,Spanish
Argentina,1999,18.2,Spanish
Argentina,1998,18.9,Spanish
Argentina,1997,19.7,Spanish
Argentina,1996,20.5,Spanish
Argentina,1995,21.4,Spanish
Argentina,1994,22.4,Spanish
Argentina,1993,23.4,Spanish
Argentina,1992,24.2,Spanish
Argentina,1991,24.9,Spanish
Argentina,1990,25.3,Spanish
Argentina,1989,25.5,Spanish
Argentina,1988,25.6,Spanish
Argentina,1987,25.7,Spanish
Argentina,1986,26.1,Spanish
Argentina,1985,27,Spanish
Argentina,1984,28.2,Spanish
Argentina,1983,29.8,Spanish
Argentina,1982,31.9,Spanish
Argentina,1981,34.2,Spanish
Argentina,1980,37,Spanish
Argentina,1979,40.1,Spanish
Argentina,1978,43.6,Spanish
Argentina,1977,47,Spanish
Argentina,1976,50.2,Spanish
Argentina,1975,52.7,Spanish
Argentina,1974,54.8,Spanish
Argentina,1973,56.3,Spanish
Argentina,1972,57.4,Spanish
Argentina,1971,58.3,Spanish
Guatemala,2019,20.7,Spanish
Guatemala,2018,21.4,Spanish
Guatemala,2017,22.1,Spanish
Guatemala,2016,22.9,Spanish
Guatemala,2015,23.7,Spanish
Guatemala,2014,24.6,Spanish
Guatemala,2013,25.5,Spanish
Guatemala,2012,26.5,Spanish
Guatemala,2011,27.5,Spanish
Guatemala,2010,28.5,Spanish
Guatemala,2009,29.6,Spanish
Guatemala,2008,30.7,Spanish
Guatemala,2007,31.9,Spanish
Guatemala,2006,33.1,Spanish
Guatemala,2005,34.2,Spanish
Guatemala,2004,35.5,Spanish
Guatemala,2003,36.7,Spanish
Guatemala,2002,38,Spanish
Guatemala,2001,39.4,Spanish
Guatemala,2000,40.8,Spanish
Guatemala,1999,42.3,Spanish
Guatemala,1998,43.9,Spanish
Guatemala,1997,45.5,Spanish
Guatemala,1996,47.2,Spanish
Guatemala,1995,49,Spanish
Guatemala,1994,50.9,Spanish
Guatemala,1993,52.9,Spanish
Guatemala,1992,54.9,Spanish
Guatemala,1991,57.1,Spanish
Guatemala,1990,59.3,Spanish
Guatemala,1989,61.6,Spanish
Guatemala,1988,64.09999999999999,Spanish
Guatemala,1987,66.59999999999999,Spanish
Guatemala,1986,69.09999999999999,Spanish
Guatemala,1985,71.8,Spanish
Guatemala,1984,74.59999999999999,Spanish
Guatemala,1983,77.3,Spanish
Guatemala,1982,80.09999999999999,Spanish
Guatemala,1981,82.90000000000001,Spanish
Guatemala,1980,85.7,Spanish
Guatemala,1979,88.59999999999999,Spanish
Guatemala,1978,91.5,Spanish
Guatemala,1977,94.5,Spanish
Guatemala,1976,97.5,Spanish
Guatemala,1975,100.6,Spanish
Guatemala,1974,103.6,Spanish
Guatemala,1973,106.7,Spanish
Guatemala,1972,109.8,Spanish
Guatemala,1971,112.9,Spanish
